"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1628","thầy thường xuyên đi trễ , có tuần thì trễ 30 - 45 phút , có một tuần trễ tận 1 tiếng ( lúc này sinh viên đã ra về ) .","thầy thường xuyên đi trễ , có tuần thì trễ 30 - 45 phút , có một tuần trễ tận 1 tiếng ( lúc này sinh viên đã ra về )","thầy thường xuyên đi trễ","Organization and management","thường xuyên đi trễ , có tuần thì trễ 30 - 45 phút , có một tuần trễ tận 1 tiếng","Negative"
"1629","báo nghỉ không rõ ràng .","báo nghỉ không rõ ràng","báo nghỉ","Organization and management","không rõ ràng","Negative"
"1630","không truyền được cảm hứng học tập .","không truyền được cảm hứng học tập","cảm hứng học tập","Teaching quality","không truyền được cảm hứng","Negative"
"1631","truyền đạt kiến thức tốt , thân thiện với sinh viên .","truyền đạt kiến thức tốt , thân thiện với sinh viên","truyền đạt kiến thức","Teaching quality","tốt , thân thiện","Positive"
"1632","luôn liên hệ thực tiễn .","luôn liên hệ thực tiễn"," liên hệ thực tiễn","Teaching quality","luôn liên hệ thực tiễn","Positive"
"1633","có tương tác với sinh viên .","có tương tác với sinh viên","có tương tác với sinh viên","Support from lecturers","có tương tác","Positive"
"1634","cần có thêm nhiều tài liệu cho sinh viên nghiên cứu .","cần có thêm nhiều tài liệu cho sinh viên nghiên cứu","tài liệu cho sinh viên nghiên cứu","Course information","cần có thêm","Neutral"
"1635","tuy nhiên thời gian lên lớp của thầy khá hạn chế và hầu hết thời gian thầy sử dụng chưa hiệu quả .","tuy nhiên thời gian lên lớp của thầy khá hạn chế","thời gian lên lớp","Organization and management","khá hạn chế","Negative"
"1635","tuy nhiên thời gian lên lớp của thầy khá hạn chế và hầu hết thời gian thầy sử dụng chưa hiệu quả .","hầu hết thời gian thầy sử dụng chưa hiệu quả","thời gian thầy sử dụng","Teaching quality","chưa hiệu quả","Negative"
"1636","khá là tâm huyết .","khá là tâm huyết","tâm huyết","Teaching quality","khá là tâm huyết","Positive"
"1637","cần cung cấp mục tiêu môn học .","cần cung cấp mục tiêu môn học","mục tiêu môn học","Course information","cần cung cấp","Neutral"
"1638","thầy nên nói chậm lại một tí !","thầy nên nói chậm lại một tí","thầy nên nói ","Teaching quality","nên nói chậm lại","Neutral"
"1639","em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ .","em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ","em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ","Organization and management","em muốn nhà trường xếp lịch làm sao để chúng em ít bị trùng lịch nhất ạ","Neutral"
"1640","giảng kỹ dễ hiểu minh họa thực tế .","giảng kỹ dễ hiểu minh họa thực tế","giảng","Teaching quality","kỹ dễ hiểu minh họa thực tế","Positive"
"1641","deadline các bài tập thực hành không cố định .","deadline các bài tập thực hành không cố định","deadline các bài tập thực hành","Workload"," không cố định","Negative"
"1642","quá nhiều bài tập , tốn rất nhiều thời gian mà hiệu quả không có .","quá nhiều bài tập , tốn rất nhiều thời gian mà hiệu quả không có "," bài tập","Workload","quá nhiều bài tập , tốn rất nhiều thời gian mà hiệu quả không có ","Negative"
"1643","thầy còn giảng rất hài hước .","thầy còn giảng rất hài hước","thầy còn giảng","Teaching quality","rất hài hước","Positive"
"1644","chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành mà chỉ đưa 3 clip rồi bảo sinh viên làm theo .","chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành mà chỉ đưa 3 clip rồi bảo sinh viên làm theo","chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành","Teaching quality","chữ cô rất xấu , cô dạy khó hiểu , không giải thích về bài thực hành","Negative"
"1645","nói chung cũng tạm được .","nói chung cũng tạm được","nói chung","General review","cũng tạm được","Neutral"
"1646","cho ôn tập một đường ra đề một kiểu .","cho ôn tập một đường ra đề một kiểu","cho ôn tập một đường ra đề một kiểu","Test and evaluation","cho ôn tập một đường ra đề một kiểu","Negative"
"1647","rõ ràng , căn bản , thực tế .","rõ ràng , căn bản , thực tế","rõ ràng , căn bản , thực tế","General review","rõ ràng , căn bản , thực tế","Positive"
"1648","thầy rất có tâm với sinh viên , thầy không những dạy lý thuyết còn ví dụ những ứng dụng đó ở môi trường làm việc bên ngoài .","thầy rất có tâm với sinh viên , thầy không những dạy lý thuyết còn ví dụ những ứng dụng đó ở môi trường làm việc bên ngoài","thầy rất có tâm","Support from lecturers","rất có tâm với sinh viên , thầy không những dạy lý thuyết còn ví dụ những ứng dụng đó ở môi trường làm việc bên ngoài","Positive"
"1649","chưa được tham gia chiến dịch thực tế và tham quan công ty .","chưa được tham gia chiến dịch thực tế và tham quan công ty","tham gia chiến dịch thực tế và tham quan công ty","Organization and management","chưa được tham gia","Neutral"
"1650","cách dạy hay , tạo động lực cho sinh viên .","cách dạy hay , tạo động lực cho sinh viên","cách dạy","Teaching quality","hay , tạo động lực","Positive"
"1651","giảng viên giảng dạy nhiệt tình , có nhiều bài tập hay .","giảng viên giảng dạy nhiệt tình","giảng viên giảng dạy","Teaching quality","nhiệt tình","Positive"
"1651","giảng viên giảng dạy nhiệt tình , có nhiều bài tập hay .","có nhiều bài tập hay","có nhiều bài tập","Workload","hay","Positive"
"1652","cô rất tận tình trong giảng dạy , luôn cải tiến phương pháp dạy .","cô rất tận tình trong giảng dạy , luôn cải tiến phương pháp dạy","giảng dạy","Teaching quality","tận tình trong giảng dạy , luôn cải tiến phương pháp dạy","Positive"
"1653","tạo điều kiện cho sinh viên .","tạo điều kiện cho sinh viên ","tạo điều kiện cho sinh viên","General review","tạo điều kiện cho sinh viên","Neutral"
"1654","giảng viên nhiệt tình , giảng dạy từ từ , dễ hiểu .","giảng viên nhiệt tình","giảng viên nhiệt tình","Support from lecturers","giảng viên nhiệt tình","Positive"
"1654","giảng viên nhiệt tình , giảng dạy từ từ , dễ hiểu .","giảng dạy từ từ , dễ hiểu ","giảng dạy","Teaching quality","từ từ , dễ hiểu ","Positive"
"1655","những thông tin thầy truyền đạt rất khó hiểu , sinh viên không hình dung được kiến thức đó .","những thông tin thầy truyền đạt rất khó hiểu","thông tin thầy truyền đạt","Teaching quality","rất khó hiểu","Negative"
"1655","những thông tin thầy truyền đạt rất khó hiểu , sinh viên không hình dung được kiến thức đó .","sinh viên không hình dung được kiến thức đó "," kiến thức","Teaching quality","không hình dung được","Negative"
"1656","thầy có chỉ dẫn kỹ càng nhưng do kiến thức môn học quá nhàm chán gây ra đa số sinh viên trong lớp hay cúp học .","thầy có chỉ dẫn kỹ càng nhưng do kiến thức môn học quá nhàm chán gây ra đa số sinh viên trong lớp hay cúp học ","thầy có chỉ dẫn kỹ càng","Teaching quality","nhưng do kiến thức môn học quá nhàm chán","Neutral"
"1657","đôi khi còn giảng dạy khô cứng .","đôi khi còn giảng dạy khô cứng","giảng dạy","Teaching quality","khô cứng","Negative"
"1658","cô quan tâm sinh viên , giảng bài hay dễ hiểu , yêu cô colonhihi .","cô quan tâm sinh viên","cô quan tâm sinh viên","Support from lecturers","quan tâm","Positive"
"1658","cô quan tâm sinh viên , giảng bài hay dễ hiểu , yêu cô colonhihi .","giảng bài hay dễ hiểu","giảng bài","Teaching quality","hay dễ hiểu","Positive"
"1658","cô quan tâm sinh viên , giảng bài hay dễ hiểu , yêu cô colonhihi ."," yêu cô colonhihi"," yêu cô colonhihi","General review","yêu cô","Positive"
"1659","dành quá nhiều thời gian trên lớp để chép bài lên bảng .","dành quá nhiều thời gian trên lớp để chép bài lên bảng"," chép bài lên bảng","Teaching quality","dành quá nhiều thời gian","Negative"
"1660","thầy có kiến thức sâu rộng , chúng em cần phải học hỏi nhiều ở thầy .","thầy có kiến thức sâu rộng , chúng em cần phải học hỏi nhiều ở thầy","thầy có kiến thức","Teaching quality","sâu rộng , chúng em cần phải học hỏi nhiều","Positive"
"1661","theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên .","theo như yêu cầu của môn học , sinh viên phải mang lap để làm bài tập , tuy nhiên ổ cắm trong phòng chỉ có 2 ổ , không đáp ứng được nhu cầu dạy và học của giảng viên lẫn sinh viên","ổ cắm trong phòng","Learning environment","không đáp ứng được nhu cầu dạy và học","Negative"
"1662","cần nâng cao chất lượng cơ sở vật chất hơn .","cần nâng cao chất lượng cơ sở vật chất hơn","cơ sở vật chất","Learning environment","cần nâng cao chất lượng","Negative"
"1663","giảng viên nên giảng bài cụ thể hơn .","giảng viên nên giảng bài cụ thể hơn","giảng bài","Teaching quality","nên giảng bài cụ thể hơn","Neutral"
"1664","được giảng viên hướng dẫn cụ thể dễ hiểu .","được giảng viên hướng dẫn cụ thể dễ hiểu","giảng viên hướng dẫn","Support from lecturers","cụ thể dễ hiểu","Positive"
"1665","giảng viên ít giảng sâu về các ví dụ .","giảng viên ít giảng sâu về các ví dụ","giảng sâu về các ví dụ","Teaching quality","ít giảng sâu","Negative"
"1666","giảng viên dạy hay , dễ hiểu , nhiệt tình , khối lượng kiến thức được giảm tải để có thể nhớ phần trọng tâm .","giảng viên dạy hay , dễ hiểu , nhiệt tình","giảng viên dạy","Teaching quality","hay , dễ hiểu , nhiệt tình","Positive"
"1666","giảng viên dạy hay , dễ hiểu , nhiệt tình , khối lượng kiến thức được giảm tải để có thể nhớ phần trọng tâm .","khối lượng kiến thức được giảm tải để có thể nhớ phần trọng tâm","khối lượng kiến thức","Workload","được giảm tải","Positive"
"1667","thật sự bọn em cũng cạn lời , đành ngậm ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu .","thật sự bọn em cũng cạn lời , đành ngậm ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu"," lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu","Workload","cạn lời , đành ngậm ngùi mò lên mạng tra search các kiểu hơn một tiếng đồng hồ mới làm được một câu","Negative"
"1668","thầy dạy giỏi , quan tâm tới học sinh , vui tính , mong là ngày nào đó thầy sẽ dạy lại lớp em .","thầy dạy giỏi","thầy dạy","Teaching quality","giỏi","Positive"
"1668","thầy dạy giỏi , quan tâm tới học sinh , vui tính , mong là ngày nào đó thầy sẽ dạy lại lớp em .","quan tâm tới học sinh , vui tính","quan tâm tới học sinh","Support from lecturers","quan tâm tới học sinh , vui tính","Positive"
"1668","thầy dạy giỏi , quan tâm tới học sinh , vui tính , mong là ngày nào đó thầy sẽ dạy lại lớp em .","mong là ngày nào đó thầy sẽ dạy lại lớp em","mong là ngày nào đó thầy sẽ dạy lại lớp em","General review","mong","Positive"
"1669","môn học rất có ích .","môn học rất có ích","môn học","Course information","rất có ích","Positive"
"1670","nên đi sâu hơn vào nhưng vấn đề quan trọng và tránh đi quá sâu vào những vấn đề cơ bản và quen thuộc .","nên đi sâu hơn vào nhưng vấn đề quan trọng và tránh đi quá sâu vào những vấn đề cơ bản và quen thuộc","đi sâu hơn vào nhưng vấn đề quan trọng","Teaching quality","nên đi sâu hơn vào nhưng vấn đề quan trọng và tránh đi quá sâu vào những vấn đề cơ bản và quen thuộc","Neutral"
"1671","bài tập được làm nhiều , ân cần , tận tụy .","bài tập được làm nhiều","bài tập","Workload","được làm nhiều","Positive"
"1671","bài tập được làm nhiều , ân cần , tận tụy .","ân cần , tận tụy","ân cần , tận tụy","Support from lecturers","ân cần , tận tụy","Positive"
"1672","giảng viên thường hay cho lớp nghỉ , một kỳ nghỉ tới 4 - 5 lần , khả năng truyền đạt cần cải thiện thêm .","giảng viên thường hay cho lớp nghỉ , một kỳ nghỉ tới 4 - 5 lần","cho lớp nghỉ","Organization and management","thường hay cho lớp nghỉ , một kỳ nghỉ tới 4 - 5 lần","Negative"
"1672","giảng viên thường hay cho lớp nghỉ , một kỳ nghỉ tới 4 - 5 lần , khả năng truyền đạt cần cải thiện thêm .","khả năng truyền đạt cần cải thiện thêm","khả năng truyền đạt","Teaching quality","cần cải thiện thêm","Negative"
"1673","cách truyền đạt chưa thực sự hiệu quả .","cách truyền đạt chưa thực sự hiệu quả","cách truyền đạt","Teaching quality","chưa thực sự hiệu quả","Negative"
"1674","giảng viên nhiệt tình thân thiện , giảng dạy có kế hoạch , đảm bảo kiến thức .","giảng viên nhiệt tình thân thiện","giảng viên nhiệt tình","Support from lecturers","nhiệt tình thân thiện","Positive"
"1674","giảng viên nhiệt tình thân thiện , giảng dạy có kế hoạch , đảm bảo kiến thức .","giảng dạy có kế hoạch , đảm bảo kiến thức","giảng dạy","Teaching quality","có kế hoạch , đảm bảo kiến thức","Positive"
"1675","cố gắng làm nhiều bài tập hơn nữa .","cố gắng làm nhiều bài tập hơn nữa ","bài tập","Workload","cố gắng làm nhiều bài tập hơn nữa","Neutral"
"1676","thầy nên cho những ví dụ code demo để sinh viên hiểu hơn .","thầy nên cho những ví dụ code demo để sinh viên hiểu hơn","thầy nên cho những ví dụ","Teaching quality","nên cho những ví dụ","Neutral"
"1677","môn học không hữu ích đối với ngành học của em .","môn học không hữu ích đối với ngành học của em","môn học","Course information","không hữu ích","Negative"
"1678","phương pháp dạy nhàm chán , chỉ đọc slide .","phương pháp dạy nhàm chán , chỉ đọc slide","phương pháp dạy","Teaching quality","nhàm chán , chỉ đọc slide","Negative"
"1679","cô dễ thương , giải đáp thắc mắc tận tình .","cô dễ thương","cô dễ thương","General review","dễ thương","Positive"
"1679","cô dễ thương , giải đáp thắc mắc tận tình .","giải đáp thắc mắc tận tình","giải đáp thắc mắc","Support from lecturers","tận tình","Positive"
"1680","thưa , thầy luôn đặt nền tảng kỹ và cho chúng em tìm tòi học hỏi nâng cao .","thưa , thầy luôn đặt nền tảng kỹ"," nền tảng","Teaching quality","luôn đặt nền tảng kỹ","Positive"
"1680","thưa , thầy luôn đặt nền tảng kỹ và cho chúng em tìm tòi học hỏi nâng cao .","cho chúng em tìm tòi học hỏi nâng cao","cho chúng em tìm tòi học hỏi","Support from lecturers","tìm tòi học hỏi","Positive"
"1681","giáo viên để sinh viên tự học nhiều hơn .","giáo viên để sinh viên tự học nhiều hơn","giáo viên để sinh viên tự học","Support from lecturers","để sinh viên tự học nhiều hơn","Positive"
"1682","cô dạy tốt truyền đạt hay dễ hiểu .","cô dạy tốt truyền đạt hay dễ hiểu","cô dạy tốt truyền đạt","Teaching quality","tốt truyền đạt hay dễ hiểu","Positive"
"1683","nội dung môn học chưa thống nhất , mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm .","nội dung môn học chưa thống nhất","nội dung môn học","Course information","chưa thống nhất","Negative"
"1683","nội dung môn học chưa thống nhất , mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm ."," mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm","mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm","Organization and management"," dạy khác nhau , không thống nhất","Negative"
"1684","giảng viên thực hành quá khắt khe trong việc chấm và nộp bài , xin coi code của bọn em khi bọn em sai hay quên xóa file .","giảng viên thực hành quá khắt khe trong việc chấm và nộp bài , xin coi code của bọn em khi bọn em sai hay quên xóa file","chấm và nộp bài","Test and evaluation","quá khắt khe","Negative"
"1685","giảng viên đến lớp trễ , thường xuyên vắng nhưng không báo trước .","giảng viên đến lớp trễ , thường xuyên vắng nhưng không báo trước","giảng viên đến lớp","Organization and management","trễ , thường xuyên vắng nhưng không báo trước","Negative"
"1686","thầy nhiệt tình giảng dạy , nhiều vấn đề rất hay cần thiết cho sinh viên .","thầy nhiệt tình giảng dạy , nhiều vấn đề rất hay cần thiết cho sinh viên","giảng dạy","Teaching quality","nhiệt tình giảng dạy , nhiều vấn đề rất hay cần thiết","Positive"
"1687","chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ !","chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ ","gặp mặt giáo viên","Support from lecturers","chưa bao giờ gặp","Negative"
"1688","giảng dạy tận tâm , nhiệt tình tạo điều kiện phát triển kiến thức cho sinh viên .","giảng dạy tận tâm","giảng dạy","Teaching quality","tận tâm","Positive"
"1688","giảng dạy tận tâm , nhiệt tình tạo điều kiện phát triển kiến thức cho sinh viên .","nhiệt tình tạo điều kiện phát triển kiến thức cho sinh viên","tạo điều kiện phát triển kiến thức","Support from lecturers","nhiệt tình tạo điều kiện phát triển","Positive"
"1689","giảng viên nhiệt tình , giảng dạy theo hướng mở để sinh viên có thể tự nghiên cứu thêm ngoài chương trình .","giảng viên nhiệt tình , giảng dạy theo hướng mở để sinh viên có thể tự nghiên cứu thêm ngoài chương trình ","giảng viên nhiệt tình , giảng dạy","Teaching quality","nhiệt tình , giảng dạy theo hướng mở để sinh viên có thể tự nghiên cứu","Positive"
"1690","thầy dạy vui và dễ hiểu .","thầy dạy vui và dễ hiểu","thầy dạy","Teaching quality","vui và dễ hiểu","Positive"
"1691","em rất thích cô .","em rất thích cô ","em rất thích cô ","General review","rất thích","Positive"
"1692","giảng viên áp dụng nhiều phương thức giảng dạy độc đáo .","giảng viên áp dụng nhiều phương thức giảng dạy độc đáo","phương thức giảng dạy","Teaching quality","độc đáo","Positive"
"1693","cần phải có phương pháp giảng dạy linh hoạt và sáng tạo để gây hứng thú cho người học .","cần phải có phương pháp giảng dạy linh hoạt và sáng tạo để gây hứng thú cho người học","phương pháp giảng dạy","Teaching quality","cần phải có phương pháp giảng dạy linh hoạt và sáng tạo","Negative"
"1694","giáo viên tuyệt vời , đẹp trai , vui tính , đá bóng hay .","giáo viên tuyệt vời , đẹp trai , vui tính , đá bóng hay","giáo viên tuyệt vời ","General review","tuyệt vời , đẹp trai , vui tính , đá bóng hay","Positive"
"1695","cần thay đổi giáo trình cho phù hợp với kiến thức sinh viên .","cần thay đổi giáo trình cho phù hợp với kiến thức sinh viên","giáo trình","Course information","cần thay đổi giáo trình cho phù hợp","Negative"
"1696","về thái độ giải đáp thắc mắc cho sinh viên của giảng viên cảm giác rất khó chịu làm cho sinh viên không muốn hỏi thêm điều gì nữa .","về thái độ giải đáp thắc mắc cho sinh viên của giảng viên cảm giác rất khó chịu làm cho sinh viên không muốn hỏi thêm điều gì nữa","thái độ giải đáp thắc mắc cho sinh viên","Support from lecturers","rất khó chịu làm cho sinh viên không muốn hỏi thêm","Negative"
"1697","bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi .","bài giảng dễ hiểu , có kèm theo ví dụ cụ thể","bài giảng","Teaching quality","dễ hiểu , có kèm theo ví dụ cụ thể","Positive"
"1697","bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi .","thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi","giải đáp","Support from lecturers","thân thiện với sinh viên , giải đáp ngay","Positive"
"1698","hài hước .","hài hước","hài hước","General review","hài hước","Positive"
"1699","thầy dạy rất trầm .","thầy dạy rất trầm","thầy dạy","Teaching quality","rất trầm","Negative"
"1700","thầy dạy ứng dụng thực tế nên rất dễ hiểu .","thầy dạy ứng dụng thực tế nên rất dễ hiểu","thầy dạy ứng dụng thực tế","Teaching quality","nên rất dễ hiểu","Positive"
