"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"14","cô dạy nhiệt tình , sẵn sàng giảng lại một phần nhiều lần .","cô dạy nhiệt tình , sẵn sàng giảng lại một phần nhiều lần","cô ","Support from lecturers","dạy nhiệt tình , sẵn sàng giảng lại một phần nhiều lần","Positive"
"15","cảm ơn thầy wzjwz291 rất nhiều .","cảm ơn thầy wzjwz291 rất nhiều","cảm ơn thầy wzjwz291 rất nhiều","General review","cảm ơn thầy wzjwz291 rất nhiều","Positive"
"16","thầy rất có tâm ạ !","thầy rất có tâm ạ","thầy","Support from lecturers","rất có tâm ạ","Positive"
"17","có nhiều bài tập về nhà .","có nhiều bài tập về nhà","bài tập về nhà","Workload","có nhiều bài tập về nhà","Neutral"
"18","em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn .","em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn","em có đăng ký học môn khác vào tiết sau và lúc nào cũng bị đi muộn","General review","lúc nào cũng bị đi muộn","Negative"
"19","đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học .","đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học","đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học","General review","đổi mới hình thức kiểm tra , đảm bảo tính chất thực hành của môn học","Negative"
"20","cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa .","cơ sở vật chất của trường còn khá kém và thiếu các hoạt động ngoại khóa","cơ sở vật chất","Learning environment","kém và thiếu các hoạt động ngoại khóa","Negative"
"21","một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo .","một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo","cuốn sách","Test and evaluation","một cuốn sách thật dày chỉ là một trong những tài liệu mà tụi em có thể tham khảo","Neutral"
"22","sự nhiệt tình của giảng viên trong quá trình giảng dạy .","sự nhiệt tình của giảng viên trong quá trình giảng dạy","giảng viên","Support from lecturers","sự nhiệt tình của giảng viên trong quá trình giảng dạy ","Positive"
"23","giáo viên nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập .","giáo viên nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập","giáo viên ","Teaching quality","nên tập trung vào các vấn đề cần biết trên lớp để cho các sinh viên hiểu rõ hơn bài tập","Negative"
"24","em xin chân thành cảm ơn !","em xin chân thành cảm ơn","em xin chân thành cảm ơn","General review","em xin chân thành cảm ơn","Positive"
"25","dạy rất nhiệt tình , lớp sinh động , truyền đạt tốt .","dạy rất nhiệt tình , lớp sinh động , truyền đạt tốt","dạy","Support from lecturers","rất nhiệt tình , lớp sinh động , truyền đạt tốt ","Positive"
"26","có cho đề mẫu và bài tập để ôn tập .","có cho đề mẫu và bài tập để ôn tập","có cho đề mẫu và bài tập để ôn tập ","General review","có cho đề mẫu và bài tập để ôn tập ","Neutral"
"27","giảng viên trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề ) .","giảng viên trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề )","giảng viên ","Support from lecturers"," trả lời câu hỏi của sinh viên thiếu chuyên nghiệp ( qua loa , không đúng chủ đề )","Negative"
"28","chú trọng quá nhiều vào lý thuyết , ít bài tập .","chú trọng quá nhiều vào lý thuyết , ít bài tập","chú trọng quá nhiều vào lý thuyết , ít bài tập","Teaching quality","chú trọng quá nhiều vào lý thuyết , ít bài tập","Negative"
"29","nhưng ngoài điều đó ra thì giảng viên rất tốt .","nhưng ngoài điều đó ra thì giảng viên rất tốt","nhưng ngoài điều đó ra thì giảng viên rất tốt","General review","nhưng ngoài điều đó ra thì giảng viên rất tốt","Positive"
"30","nội dung bài giảng hay , phù hợp và truyền đạt nội dung bài kết hợp ví dụ tuyệt vời !","nội dung bài giảng hay , phù hợp và truyền đạt nội dung bài kết hợp ví dụ tuyệt vời","nội dung bài giảng","Course information","hay , phù hợp và truyền đạt nội dung bài kết hợp ví dụ tuyệt vời ","Positive"
"31","tận tình .","tận tình","tận tình","General review","tận tình","Positive"
"32","giảng viên thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài .","giảng viên thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài","giảng viên","Support from lecturers","thường không trả lời câu hỏi của sinh viền hoặc là khó chịu khi sinh viên hỏi bài","Negative"
"33","bước vào lớp học cứ như "" đi nhầm lớp "" .","bước vào lớp học cứ như "" đi nhầm lớp "" ","bước vào lớp học cứ như "" đi nhầm lớp ""","General review","bước vào lớp học cứ như "" đi nhầm lớp ""","Negative"
"34","hay cho nghỉ .","hay cho nghỉ","hay cho nghỉ","General review","hay cho nghỉ","Neutral"
"35","không thấy giảng viên trên lớp .","không thấy giảng viên trên lớp","không thấy giảng viên trên lớp","General review","không thấy giảng viên trên lớp","Negative"
"36","chương trình hiện tại chia tới 2 lĩnh vực trong một môn học .","chương trình hiện tại chia tới 2 lĩnh vực trong một môn học","chương trình","Course information","chương trình hiện tại chia tới 2 lĩnh vực trong một môn học","Neutral"
"37","không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác .","không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác","thầy ","Support from lecturers","không chỉ truyền đạt đầy đủ kiến thức , thầy còn cho thêm sinh viên nhiều thông tin bổ ích khác","Positive"
"38","giảng viên tận tâm , khả năng truyền đạt tốt .","giảng viên tận tâm , khả năng truyền đạt tốt","giảng viên","Support from lecturers"," tận tâm , khả năng truyền đạt tốt","Positive"
"39","những sinh viên đi học vào buổi đó không dự được thì sao có thể viết bài thu hoạch .","những sinh viên đi học vào buổi đó không dự được thì sao có thể viết bài thu hoạch","viết bài thu hoạch","Test and evaluation","những sinh viên đi học vào buổi đó không dự được thì sao có thể viết bài thu hoạch","Negative"
"40","giảng viên kém nhiệt tình , nghỉ học một số buổi nhưng không thông báo trên daa .","giảng viên kém nhiệt tình , nghỉ học một số buổi nhưng không thông báo trên daa ","giảng viên","Support from lecturers","kém nhiệt tình , nghỉ học một số buổi nhưng không thông báo trên daa","Negative"
"41","kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành .","kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành","kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành","General review","kiến thức được học ở lý thuyết cần được áp dụng một cách thực tiễn vào thực hành","Negative"
"42","hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước .","hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước ","hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước","General review","hiện giờ , giảng viên đã nghỉ 2 tuần mà không báo trước","Negative"
"43","không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng .","không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng","không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng","Support from lecturers","không phản hồi câu hỏi cũng như tiếp thu ý kiến của sinh viên một cách nhiệt tình và thoả đáng","Negative"
"44","cô nhiệt tình , có chia sẻ một số kinh nghiệm hữu ích trong ngành .","cô nhiệt tình , có chia sẻ một số kinh nghiệm hữu ích trong ngành","cô ","Support from lecturers","nhiệt tình , có chia sẻ một số kinh nghiệm hữu ích trong ngành","Positive"
"45","môi trường không đảm bảo an toàn cho sức khỏe .","môi trường không đảm bảo an toàn cho sức khỏe","môi trường","Learning environment"," không đảm bảo an toàn cho sức khỏe","Negative"
"46","giảng rất dễ hiểu , liên hệ thực tế nhiều .","giảng rất dễ hiểu , liên hệ thực tế nhiều","giảng","Teaching quality","rất dễ hiểu , liên hệ thực tế nhiều","Positive"
"47","thầy rất vui tính , hòa đồng với sinh viên từ đó truyền đạt khá dễ tiếp thu .","thầy rất vui tính , hòa đồng với sinh viên từ đó truyền đạt khá dễ tiếp thu","thầy rất vui tính , hòa đồng với sinh viên từ đó truyền đạt khá dễ tiếp thu","General review","thầy rất vui tính , hòa đồng với sinh viên từ đó truyền đạt khá dễ tiếp thu","Positive"
"48","thầy nói tiếng anh còn hơi nhỏ .","thầy nói tiếng anh còn hơi nhỏ","thầy ","Teaching quality","nói tiếng anh còn hơi nhỏ","Negative"
"49","cô dạy slide lý thuyết hơi nhanh .","cô dạy slide lý thuyết hơi nhanh","cô ","Teaching quality","dạy slide lý thuyết hơi nhanh","Negative"
"50","chưa có slide tiếng việt .","chưa có slide tiếng việt","chưa có slide tiếng việt","General review","chưa có slide tiếng việt","Neutral"
"51","thầy dạy nhiệt tình , chỗ nào lớp không hiểu thầy nhiệt tình giảng lại cho lớp .","thầy dạy nhiệt tình , chỗ nào lớp không hiểu thầy nhiệt tình giảng lại cho lớp","thầy dạy","Teaching quality","nhiệt tình , chỗ nào lớp không hiểu thầy nhiệt tình giảng lại cho lớp","Positive"
"52","em đã kết thúc một học kỳ ở đó !","em đã kết thúc một học kỳ ở đó","em đã kết thúc một học kỳ ở đó","General review","em đã kết thúc một học kỳ ở đó","Neutral"
"53","điểm danh thường xuyên .","điểm danh thường xuyên","điểm danh thường xuyên","General review","điểm danh thường xuyên","Neutral"
"54","nội dụng môn học không liên quan đến đề thi .","nội dụng môn học không liên quan đến đề thi","nội dụng môn học","Course information","không liên quan đến đề thi","Negative"
"55","mong giảng viên lưu tâm !","mong giảng viên lưu tâm","mong giảng viên lưu tâm","General review","mong giảng viên lưu tâm","Negative"
"56","luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức .","luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức","luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức","Support from lecturers","luôn giải đáp những thắc mắc sớm nhất có thể , mở thêm những buổi học ngoài tăng cường kiến thức ","Positive"
"57","giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu .","giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu","giáo viên","Teaching quality","giáo viên nên cho nhiều ví dụ nhỏ trên lớp hơn để chúng em dễ tiếp thu ","Neutral"
"58","sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt .","sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt","sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt","Teaching quality","sinh viên rất khó nắm bắt những gì giảng viên viết và ghi chú trên bảng , phần lớn chỉ có thể giảng dạy bằng máy chiếu , dù tốc độ không quá nhanh nhưng cũng chỉ là những dòng chữ lướt qua , khi về nhà lại phải tự mày mò học lại từ đầu tuy nói rằng nhiệm vụ của sinh viên là phải tìm hiểu bài trước khi đến lớp nhưng với việc giảng dạy trong một giảng đường rộng lớn đã khiến vai trò hỗ trợ của giảng viên trở nên mờ nhạt","Negative"
"59","vui tính , năng nổ , dễ dàng tiếp cận sinh viên , cách dạy có hiệu quả .","vui tính , năng nổ , dễ dàng tiếp cận sinh viên , cách dạy có hiệu quả","cách dạy","Teaching quality","vui tính , năng nổ , dễ dàng tiếp cận sinh viên , cách dạy có hiệu quả","Positive"
"60","cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu .","cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu","cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu","General review","cần giảng dạy theo slide tiếng việt hoặc giảng viên cần chú trọng dịch và giải thích hơn vì sinh viên cũng không giỏi tiếng anh nên khó tiếp thu","Negative"
"61","giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn .","giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn","giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn","General review","giá tiền tín chỉ thực hành theo hình thức 2 cao hơn , số buổi học ít hơn","Neutral"
"62","có các phương pháp dạy tốt .","có các phương pháp dạy tốt","có các phương pháp dạy tốt","General review","có các phương pháp dạy tốt ","Positive"
"63","giảng viên tận tâm , giảng dạy hiệu quả , có trao đổi và thảo luận trên moodle .","giảng viên tận tâm , giảng dạy hiệu quả , có trao đổi và thảo luận trên moodle ","giảng viên","Teaching quality","tận tâm , giảng dạy hiệu quả , có trao đổi và thảo luận trên moodle ","Positive"
"64","bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn .","bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn ","trang thiết bị ","Learning environment","bổ sung thêm các trang thiết bị để đáp ứng nhu cầu môn học và cải thiện phòng lab rộng rãi hơn","Neutral"
"65","cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số .","cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số","máy thực hành","Learning environment","cần hỗ trọ nhiều máy thực hành hơn cho môn mạch số","Neutral"
"66","rất tán thành việc giảng viên liên hệ với doanh nghiệp để sinh viên đến tìm hiểu , thực tập về nội dung môn học cũng như có thêm nhiều kinh nghiệm bổ ích .","rất tán thành việc giảng viên liên hệ với doanh nghiệp để sinh viên đến tìm hiểu , thực tập về nội dung môn học cũng như có thêm nhiều kinh nghiệm bổ ích","rất tán thành việc giảng viên liên hệ với doanh nghiệp để sinh viên đến tìm hiểu , thực tập về nội dung môn học cũng như có thêm nhiều kinh nghiệm bổ ích","Support from lecturers","rất tán thành việc giảng viên liên hệ với doanh nghiệp để sinh viên đến tìm hiểu , thực tập về nội dung môn học cũng như có thêm nhiều kinh nghiệm bổ ích","Positive"
"67","phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành .","phòng máy chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành","phòng máy ","Learning environment","chất lượng kém , rất chậm , liên tục mất điện trong quá trình thực hành","Negative"
"68","giảng kỹ , hay .","giảng kỹ , hay","giảng","Teaching quality"," kỹ , hay","Positive"
"69","cô dạy tâm huyết và nhiệt tình .","cô dạy tâm huyết và nhiệt tình ","cô","Teaching quality","dạy tâm huyết và nhiệt tình","Positive"
"70","thầy chỉ dạy rất tận tình , hiền .","thầy chỉ dạy rất tận tình , hiền","thầy chỉ dạy rất tận tình , hiền","General review","hầy chỉ dạy rất tận tình , hiền","Positive"
"71","thêm nhiều bài tập về nhà .","thêm nhiều bài tập về nhà ","thêm nhiều bài tập về nhà","General review","thêm nhiều bài tập về nhà","Neutral"
"72","nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ !","nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ ","nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ","General review","nếu có , em nghĩ mục tiêu môn học cần xác định rõ với sinh viên trước khi bắt đầu , em cảm ơn ạ","Neutral"
"73","phòng học thiếu quạt .","phòng học thiếu quạt","phòng học","Learning environment","thiếu quạt","Negative"
"74","giáo viên dạy lớp wzjwz315 không phải là cô wzjwz316 .","giáo viên dạy lớp wzjwz315 không phải là cô wzjwz316","giáo viên dạy lớp wzjwz315 không phải là cô wzjwz316","General review","giáo viên dạy lớp wzjwz315 không phải là cô wzjwz316","Negative"
"75","thầy nên dạy nhiều hơn , nên dạy kỹ lý thuyết hơn .","thầy nên dạy nhiều hơn , nên dạy kỹ lý thuyết hơn","thầy","Teaching quality","nên dạy nhiều hơn , nên dạy kỹ lý thuyết hơn","Negative"
"76","rất thích học thầy vì thầy dạy dễ hiểu , thẳng thắn , quyết đoán và dạy những thứ thực tế .","rất thích học thầy vì thầy dạy dễ hiểu , thẳng thắn , quyết đoán và dạy những thứ thực tế","thầy","Teaching quality","rất thích học thầy vì thầy dạy dễ hiểu , thẳng thắn , quyết đoán và dạy những thứ thực tế","Positive"
"77","cô wzjwz92 rất tận tâm , nhiệt tình hướng dẫn khi sinh viên có thắc mắc , cô sẵn sàng ngồi lại sau giờ học để giải đáp tất cả thắc mắc của các bạn , dù có thể mất 1h .","cô wzjwz92 rất tận tâm , nhiệt tình hướng dẫn khi sinh viên có thắc mắc , cô sẵn sàng ngồi lại sau giờ học để giải đáp tất cả thắc mắc của các bạn , dù có thể mất 1h","cô wzjwz92","Support from lecturers","rất tận tâm , nhiệt tình hướng dẫn khi sinh viên có thắc mắc , cô sẵn sàng ngồi lại sau giờ học để giải đáp tất cả thắc mắc của các bạn , dù có thể mất 1h","Positive"
"78","em không có bất kỳ điều gì hài hòng .","em không có bất kỳ điều gì hài hòng","em không có bất kỳ điều gì hài hòng","General review","em không có bất kỳ điều gì hài hòng","Negative"
"79","quan tâm đến sinh viên .","quan tâm đến sinh viên","quan tâm đến sinh viên","Support from lecturers","quan tâm đến sinh viên","Positive"
"80","thầy dạy hay slide chuẩn bị tốt .","thầy dạy hay slide chuẩn bị tốt","thầy dạy hay slide chuẩn bị tốt","General review","thầy dạy hay slide chuẩn bị tốt","Positive"
"81","nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học .","nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học","nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học","Support from lecturers","nên nêu rõ mục đích , yêu cầu của môn học khi bắt đầu dạy , để sinh viên nắm được mục đích yêu cầu môn học","Negative"
"82","tận tình với sinh viên , dễ hiểu bài .","tận tình với sinh viên , dễ hiểu bài","tận tình với sinh viên , dễ hiểu bài","General review","tận tình với sinh viên , dễ hiểu bài","Positive"
"83","giảng viên chưa có khả năng truyền đạt , kinh nghiệm đứng lớp chưa có !","giảng viên chưa có khả năng truyền đạt , kinh nghiệm đứng lớp chưa có","giảng viên","Teaching quality","chưa có khả năng truyền đạt , kinh nghiệm đứng lớp chưa có","Negative"
"84","sử dụng slide nguyên bản tiếng anh .","sử dụng slide nguyên bản tiếng anh","sử dụng slide nguyên bản tiếng anh","General review","sử dụng slide nguyên bản tiếng anh","Neutral"
"85","thầy giảng rất kỹ từng bài tập .","thầy giảng rất kỹ từng bài tập","thầy giảng","Teaching quality","giảng rất kỹ từng bài tập","Positive"
"86","thầy hay chảy mồ hôi nhìn có cảm giác nóng nực dễ sợ luôn .","thầy hay chảy mồ hôi nhìn có cảm giác nóng nực dễ sợ luôn","thầy hay chảy mồ hôi nhìn có cảm giác nóng nực dễ sợ luôn","General review","thầy hay chảy mồ hôi nhìn có cảm giác nóng nực dễ sợ luôn","Negative"
"87","cô rất tận tình , quan tâm đến sinh viên .","cô rất tận tình , quan tâm đến sinh viên","cô","Support from lecturers","rất tận tình , quan tâm đến sinh viên","Positive"
"88","giảng viên phải đảm bảo giờ lên lớp .","giảng viên phải đảm bảo giờ lên lớp","đảm bảo giờ lên lớp","Organization and management","giảng viên phải đảm bảo giờ lên lớp","Neutral"
"89","giảng viên vui vẻ hòa đồng .","giảng viên vui vẻ hòa đồng","giảng viên vui vẻ hòa đồng","General review","vui vẻ hòa đồng","Positive"
"90","cách dạy của thầy như cưỡi ngựa xem hoa , 15 phút giảng xong một bài .","cách dạy của thầy như cưỡi ngựa xem hoa , 15 phút giảng xong một bài ","cách dạy của thầy","Teaching quality"," như cưỡi ngựa xem hoa , 15 phút giảng xong một bài","Negative"
"91","thầy dạy khó hiểu .","thầy dạy khó hiểu","thầy dạy","Teaching quality"," khó hiểu","Negative"
"92","có thể vận dụng được các kiến thức đã học để thiết kế , chế tạo , tính toán .","có thể vận dụng được các kiến thức đã học để thiết kế , chế tạo , tính toán","có thể vận dụng được các kiến thức đã học để thiết kế , chế tạo , tính toán","General review","có thể vận dụng được các kiến thức đã học để thiết kế , chế tạo , tính toán","Positive"
"93","cô rất hòa đồng và nhiệt huyết với học sinh .","cô rất hòa đồng và nhiệt huyết với học sinh","cô rất hòa đồng và nhiệt huyết với học sinh","General review","cô rất hòa đồng và nhiệt huyết với học sinh","Positive"
"94","thầy không thông báo rõ cho sinh viên về nội dung làm chiếm bao nhiêu .","thầy không thông báo rõ cho sinh viên về nội dung làm chiếm bao nhiêu","thầy ","Support from lecturers","không thông báo rõ cho sinh viên về nội dung làm chiếm bao nhiêu","Negative"
"95","giảng bài tập nhiệt tình .","giảng bài tập nhiệt tình","giảng ","Teaching quality","giảng bài tập nhiệt tình","Positive"
"96","giáo viên bám sát kiến thức .","giáo viên bám sát kiến thức","giáo viên bám sát kiến thức","General review","giáo viên bám sát kiến thức","Positive"
"97","thầy dạy hay và bài tập hay nâng cao kỹ năng lập trình cho sinh viên , bổ sung kiến thức cần thiết .","thầy dạy hay và bài tập hay nâng cao kỹ năng lập trình cho sinh viên , bổ sung kiến thức cần thiết","thầy dạy hay và bài tập hay nâng cao kỹ năng lập trình cho sinh viên , bổ sung kiến thức cần thiết ","General review","thầy dạy hay và bài tập hay nâng cao kỹ năng lập trình cho sinh viên , bổ sung kiến thức cần thiết","Positive"
"98","nhiệt tình , truyền đạt tốt , hướng dẫn tận tình .","nhiệt tình , truyền đạt tốt , hướng dẫn tận tình","nhiệt tình , truyền đạt tốt , hướng dẫn tận tình","General review","nhiệt tình , truyền đạt tốt , hướng dẫn tận tình","Positive"
"99","giọng điệu khi nói hơi nhanh khó nghe , khả năng truyền đạt chưa tốt .","giọng điệu khi nói hơi nhanh khó nghe , khả năng truyền đạt chưa tốt","giọng điệu khi nói hơi nhanh khó nghe , khả năng truyền đạt chưa tốt","Teaching quality","giọng điệu khi nói hơi nhanh khó nghe , khả năng truyền đạt chưa tốt","Negative"
"100","nhiệt huyết .","nhiệt huyết","nhiệt huyết","General review","nhiệt huyết","Positive"
