"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"7","giảng viên giảng bài không tạo được sự hứng thú cho sinh viên khi học , nên thường phải áp dụng phương pháp của các giáo viên dạy môn chính trị như doubledot không cho sử dụng điện thoại , laptop trong lớp , điểm danh hoặc gọi tên để trả lời câu hỏi .","nên thường phải áp dụng phương pháp của các giáo viên dạy môn chính trị như doubledot không cho sử dụng điện thoại , laptop trong lớp , điểm danh hoặc gọi tên để trả lời câu hỏi","phương pháp của các giáo viên dạy môn chính trị","Teaching quality","nên","Neutral"
"8","thầy tận tình , có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên .","thầy tận tình","thầy tận tình","Support from lecturers","tận tình","Positive"
"8","thầy tận tình , có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên .","có cách giảng giải sinh động và chủ động trong việc tìm hiểu sinh viên","cách giảng giải","Teaching quality","sinh động và chủ động","Positive"
"9","thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu .","thầy đưa ra phương pháp làm bài cụ thể , dễ hiểu","phương pháp làm bài","Teaching quality","cụ thể , dễ hiểu","Positive"
"10","thầy giảng rất hay !","thầy giảng rất hay","giảng","Teaching quality","hay","Positive"
"11","ân cần giải đáp thắc mắc của sinh viên .","ân cần giải đáp thắc mắc của sinh viên","giải đáp thắc mắc của sinh viên","Support from lecturers","ân cần","Positive"
"12","tiết giảng hơi khô khan , nhàm chán .","tiết giảng hơi khô khan , nhàm chán","tiết giảng","Teaching quality","khô khan , nhàm chán","Negative"
"13","một số bài thầy giảng còn khó hiểu , ít sát thực hành và ít sửa bài tập về nhà .","một số bài thầy giảng còn khó hiểu , ít sát thực hành và ít sửa bài tập về nhà","giảng","Teaching quality","khó hiểu , ít sát thực hành và ít sửa bài tập","Negative"
"14","phong cách giảng dạy tốt , không buồn ngủ , tiếp thu bài tốt .","phong cách giảng dạy tốt , không buồn ngủ , tiếp thu bài tốt","phong cách giảng dạy","Teaching quality","tốt , không buồn ngủ , tiếp thu bài tốt","Positive"
"15","giảng viên cho về sớm hơn giờ quy định .","giảng viên cho về sớm hơn giờ quy định","về sớm hơn giờ quy định","Organization and management","về sớm hơn giờ quy định","Neutral"
"16","giảng viên không có kỹ năng sư phạm cao .","giảng viên không có kỹ năng sư phạm cao","không có kỹ năng sư phạm cao","Teaching quality","không có kỹ năng sư phạm cao","Negative"
"17","chất lượng phòng lab kém , nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được .","chất lượng phòng lab kém","phòng lab","Learning environment","kém","Negative"
"17","chất lượng phòng lab kém , nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được .","nhiều máy không sử dụng được hoặc phần mềm bị lỗi , không thực hành được","máy","Learning environment","không sử dụng được hoặc phần mềm bị lỗi , không thực hành được","Negative"
"18","nên xác định điểm quá trình tốt hơn tránh để gian lận .","nên xác định điểm quá trình tốt hơn tránh để gian lận","điểm quá trình","Test and evaluation","tốt hơn tránh để gian lận","Positive"
"19","giảng viên dạy tận tâm dễ hiểu .","giảng viên dạy tận tâm dễ hiểu","dạy","Teaching quality","tận tâm dễ hiểu","Positive"
"20","trao đổi bài học tại lớp rất sôi động .","trao đổi bài học tại lớp rất sôi động","trao đổi bài học tại lớp rất sôi động","Learning environment","sôi động","Positive"
"21","em nghĩ là cô truyền cảm hứng rất hay .","em nghĩ là cô truyền cảm hứng rất hay","truyền cảm hứng","Support from lecturers","hay","Positive"
"22","cô giảng rất đều tai , rất dễ buồn ngủ .","cô giảng rất đều tai , rất dễ buồn ngủ","giảng","Teaching quality","đều tai , rất dễ buồn ngủ","Negative"
"23","vui tính dạy khá dễ hiểu .","vui tính dạy khá dễ hiểu","dạy","Teaching quality","vui tính dạy khá dễ hiểu","Positive"
"24","chúng em không thực sự biết rằng những gì các bạn đang thuyết trình là đúng thực tế hay không !","chúng em không thực sự biết rằng những gì các bạn đang thuyết trình là đúng thực tế hay không","những gì các bạn đang thuyết trình là đúng thực tế hay không","Course information","không thực sự biết","Negative"
"25","thầy dạy rất có tâm huyết .","thầy dạy rất có tâm huyết","dạy","Teaching quality","tâm huyết","Positive"
"26","cần phân bố lại thời gian lên lớp , đừng kéo dài thời gian khi đã hết buổi học .","cần phân bố lại thời gian lên lớp","cần phân bố lại thời gian lên lớp","Organization and management","cần","Neutral"
"26","cần phân bố lại thời gian lên lớp , đừng kéo dài thời gian khi đã hết buổi học .","đừng kéo dài thời gian khi đã hết buổi học","thời gian khi đã hết buổi học","Organization and management","kéo dài thời gian","Negative"
"27","cô giáo giảng dạy rất nhiệt tình , học sinh chăm chỉ được thưởng xứng dáng , học sinh lười biếng không đi học bị trừng phạt thẳng tay .","cô giáo giảng dạy rất nhiệt tình","giảng dạy","Teaching quality","nhiệt tình","Positive"
"27","cô giáo giảng dạy rất nhiệt tình , học sinh chăm chỉ được thưởng xứng dáng , học sinh lười biếng không đi học bị trừng phạt thẳng tay .","học sinh chăm chỉ được thưởng xứng dáng","học sinh chăm chỉ được thưởng xứng dáng","Teaching quality","được thưởng xứng dáng","Positive"
"27","cô giáo giảng dạy rất nhiệt tình , học sinh chăm chỉ được thưởng xứng dáng , học sinh lười biếng không đi học bị trừng phạt thẳng tay .","học sinh lười biếng không đi học bị trừng phạt thẳng tay","học sinh lười biếng không đi học bị trừng phạt thẳng tay","Teaching quality","trừng phạt thẳng tay","Positive"
"28","nâng cấp máy tính lên .","nâng cấp máy tính lên","máy tính","Learning environment","nâng cấp","Neutral"
"29","sự nhiệt tình giảng dạy của giảng viên .","sự nhiệt tình giảng dạy của giảng viên","giảng dạy","Teaching quality","nhiệt tình","Positive"
"30","giáo viên rất nhiệt tình với sinh viên .","giáo viên rất nhiệt tình với sinh viên","nhiệt tình với sinh viên","Support from lecturers","nhiệt tình","Positive"
"31","cô giảng dạy khiến sinh viên cảm thấy chán , buồn ngủ .","cô giảng dạy khiến sinh viên cảm thấy chán , buồn ngủ","giảng dạy","Teaching quality","chán , buồn ngủ","Negative"
"32","giảng dạy không hiệu quả .","giảng dạy không hiệu quả","giảng dạy","Teaching quality","không hiệu quả","Negative"
"33","thầy dạy có tâm và rất nhiệt tình .","thầy dạy có tâm và rất nhiệt tình","dạy","Teaching quality","có tâm và rất nhiệt tình","Positive"
"34","nên tăng thêm thời lượng về kỹ năng nghe , nói .","nên tăng thêm thời lượng về kỹ năng nghe , nói","thời lượng về kỹ năng nghe , nói","Course information","nên tăng thêm","Neutral"
"35","khiến sinh viên cảm thấy nản .","khiến sinh viên cảm thấy nản","khiến sinh viên cảm thấy nản","Teaching quality","nản","Negative"
"36","tích cực , nhiệt huyết .","tích cực , nhiệt huyết","tích cực , nhiệt huyết","Support from lecturers","tích cực , nhiệt huyết","Positive"
"37","hy vọng có nhiều phương pháp mới để sinh viên hiểu sâu được vấn đề .","hy vọng có nhiều phương pháp mới để sinh viên hiểu sâu được vấn đề","phương pháp mới để sinh viên hiểu sâu","Teaching quality","hiểu sâu","Positive"
"38","em rất quý cô cũng như toàn thể các giảng viên trong trường nhưng em phải nói với thầy một điều chân thành rằng em cảm thấy việc điểm danh khi đi học là không hiệu quả .","em rất quý cô cũng như toàn thể các giảng viên trong trường nhưng em phải nói với thầy một điều chân thành rằng em cảm thấy việc điểm danh khi đi học là không hiệu quả","điểm danh khi đi học","Test and evaluation","không hiệu quả","Negative"
"39","thời gian các tiết thực hành cần phân bổ phù hợp với thời gian lý thuyết vì thường thì những bài thực hành đi sớm hơn so với bài lý thuyết kể từ những tuần khoảng giữa nên giảng viên hỗ trợ thực hành không thể cho sinh viên thực hành phần đó .","thời gian các tiết thực hành cần phân bổ phù hợp với thời gian lý thuyết vì thường thì những bài thực hành đi sớm hơn so với bài lý thuyết kể từ những tuần khoảng giữa nên giảng viên hỗ trợ thực hành không thể cho sinh viên thực hành phần đó","thời gian các tiết thực hành cần phân bổ phù hợp với thời gian lý thuyết vì thường thì những bài thực hành đi sớm hơn so với bài lý thuyết kể từ những tuần khoảng giữa nên giảng viên hỗ trợ thực hành không thể cho sinh viên thực hành phần đó","Organization and management","cần phân bổ phù hợp","Negative"
"40","dạy ít , sinh viên chủ yếu nghe sinh viên báo cáo .","dạy ít","dạy","Teaching quality","ít","Negative"
"40","dạy ít , sinh viên chủ yếu nghe sinh viên báo cáo .","sinh viên chủ yếu nghe sinh viên báo cáo","sinh viên chủ yếu nghe sinh viên báo cáo","Teaching quality","chủ yếu","Negative"
"41","tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên .","tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên","tận tâm với sinh viên và tạo mọi cơ hội cho tất cả sinh viên","Support from lecturers","tận tâm với sinh viên và tạo mọi cơ hội","Positive"
"42","đảm bảo phần kiến thức cho sinh viên đạt được .","đảm bảo phần kiến thức cho sinh viên đạt được","đảm bảo phần kiến thức cho sinh viên đạt được","General review","đảm bảo phần kiến thức cho sinh viên đạt được","Positive"
"43","thầy chưa mấy nhiệt tình !","thầy chưa mấy nhiệt tình","thầy chưa mấy nhiệt tình","Support from lecturers","chưa mấy nhiệt tình","Negative"
"44","có đưa ra ví dụ cụ thể .","có đưa ra ví dụ cụ thể","có đưa ra ví dụ cụ thể","Teaching quality","cụ thể","Positive"
"45","giảng dạy có logic và có sự chuyên tâm của giáo viên nên em không có ý kiến gì thêm .","giảng dạy có logic và có sự chuyên tâm của giáo viên nên em không có ý kiến gì thêm","giảng dạy","Teaching quality","có logic và có sự chuyên tâm","Positive"
"46","giảng viên thường cho các hoạt động nhóm trong giờ học .","giảng viên thường cho các hoạt động nhóm trong giờ học","hoạt động nhóm trong giờ học","Organization and management","thường cho","Neutral"
"47","giảng viên quá bận với công việc của mình , không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm .","giảng viên quá bận với công việc của mình , không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm","bận với công việc của mình , không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm","Support from lecturers","không đảm bảo được nội dung môn học , chưa cung cấp tài liệu liên quan đến môn học , chưa tận tâm","Negative"
"48","nhiệt tình , giảng dạy tốt .","nhiệt tình","nhiệt tình","Support from lecturers","nhiệt tình","Positive"
"48","nhiệt tình , giảng dạy tốt .","giảng dạy tốt","giảng dạy","Teaching quality","tốt","Positive"
"49","giảng viên khá nhiệt tỉnh .","giảng viên khá nhiệt tỉnh","giảng viên khá nhiệt tỉnh","Support from lecturers","nhiệt tỉnh","Positive"
"50","truyện đạt kiến thức dễ hiểu dễ tiếp thu , gần gũi , nhiệt tình .","truyện đạt kiến thức dễ hiểu dễ tiếp thu","truyện đạt kiến thức","Teaching quality","dễ hiểu dễ tiếp thu","Positive"
"50","truyện đạt kiến thức dễ hiểu dễ tiếp thu , gần gũi , nhiệt tình .","gần gũi","gần gũi","Support from lecturers","gần gũi","Positive"
"50","truyện đạt kiến thức dễ hiểu dễ tiếp thu , gần gũi , nhiệt tình .","nhiệt tình","nhiệt tình","Support from lecturers","nhiệt tình","Positive"
"51","dù một tuần chỉ có 2 tiết nhưng thầy đã tận tình giảng dạy .","dù một tuần chỉ có 2 tiết nhưng thầy đã tận tình giảng dạy","giảng dạy","Teaching quality","tận tình","Positive"
"52","giảng viên gần như không biết truyền đạt kiến thức sát với lý thuyết , ra bài tập không bám sát kiến thức .","giảng viên gần như không biết truyền đạt kiến thức sát với lý thuyết","truyền đạt kiến thức","Teaching quality","không biết","Negative"
"52","giảng viên gần như không biết truyền đạt kiến thức sát với lý thuyết , ra bài tập không bám sát kiến thức .","ra bài tập không bám sát kiến thức","bài tập không bám sát kiến thức","Test and evaluation","không bám sát kiến thức","Negative"
"53","phương pháp quan trọng là kiến thức chứ không phải điểm .","phương pháp quan trọng là kiến thức chứ không phải điểm","phương pháp quan trọng là kiến thức chứ không phải điểm","Test and evaluation","không phải điểm","Negative"
"54","em mong thầy cô cho sinh viên nhiều mẫu câu thông dụng để sinh viên học thuộc từ đó rèn luyện phản xạ tự nhiên trong giao tiếp !","em mong thầy cô cho sinh viên nhiều mẫu câu thông dụng để sinh viên học thuộc từ đó rèn luyện phản xạ tự nhiên trong giao tiếp","cho sinh viên nhiều mẫu câu thông dụng","Support from lecturers","mong","Neutral"
"55","thầy dạy hay , không khí vui vẻ và tận tình giải đáp mọi thắc mắc .","thầy dạy hay","dạy","Teaching quality","hay","Positive"
"55","thầy dạy hay , không khí vui vẻ và tận tình giải đáp mọi thắc mắc .","không khí vui vẻ và tận tình giải đáp mọi thắc mắc","giải đáp mọi thắc mắc","Support from lecturers","vui vẻ và tận tình","Positive"
"56","tương tác tốt với sinh viên ở trên lớp .","tương tác tốt với sinh viên ở trên lớp","tương tác tốt với sinh viên","Support from lecturers","tốt","Positive"
"57","lên lớp muộn .","lên lớp muộn","lên lớp muộn","Organization and management","muộn","Negative"
"58","thầy dạy bằng tiếng anh .","thầy dạy bằng tiếng anh","dạy bằng tiếng anh","Course information","dạy bằng tiếng anh","Neutral"
"59","nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .","nên thay phòng thực hành","phòng thực hành","Learning environment","nên","Neutral"
"59","nên thay phòng thực hành , cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được .","cho dù là hình thức 2 , có thể làm ở nhà nhưng lên phòng lab thì cũng phải có điều kiện để sinh viên làm các bước cơ bản thì về nhà mới nhanh chóng triển khai các bước tiếp theo được","phòng lab","Learning environment","có thể","Neutral"
"60","bài tập và tài liệu hướng dẫn học tập mà thầy cung cấp thực sự rất đầy đủ đối với em .","bài tập và tài liệu hướng dẫn học tập mà thầy cung cấp thực sự rất đầy đủ đối với em","bài tập và tài liệu hướng dẫn học tập","Course information","đầy đủ","Positive"
"61","giảng viên nhiệt tình , truyền lửa tốt cho sinh viên hứng thú học tập .","giảng viên nhiệt tình","giảng viên nhiệt tình","Support from lecturers","nhiệt tình","Positive"
"61","giảng viên nhiệt tình , truyền lửa tốt cho sinh viên hứng thú học tập .","truyền lửa tốt cho sinh viên hứng thú học tập","truyền lửa tốt cho sinh viên","Support from lecturers","hứng thú học tập","Positive"
"62","hơi nghiêm .","hơi nghiêm","nghiêm","Support from lecturers","hơi nghiêm","Negative"
"63","dạy toàn tiếng anh .","dạy toàn tiếng anh","dạy toàn tiếng anh","Course information","dạy toàn tiếng anh","Neutral"
"64","thái độ chưa tốt khi sinh viên hỏi bài , chỉ có sinh viên giỏi mới dám hỏi vì thầy chỉ trả lời những câu khó .","thái độ chưa tốt khi sinh viên hỏi bài","sinh viên hỏi bài","Support from lecturers","chưa tốt","Negative"
"64","thái độ chưa tốt khi sinh viên hỏi bài , chỉ có sinh viên giỏi mới dám hỏi vì thầy chỉ trả lời những câu khó .","chỉ có sinh viên giỏi mới dám hỏi vì thầy chỉ trả lời những câu khó","sinh viên giỏi mới dám hỏi","Support from lecturers","mới dám hỏi","Negative"
"65","thầy có một nền tảng kiến thức rất phong phú , em được học rất nhiều từ thầy .","thầy có một nền tảng kiến thức rất phong phú","nền tảng kiến thức","Teaching quality","phong phú","Positive"
"65","thầy có một nền tảng kiến thức rất phong phú , em được học rất nhiều từ thầy .","em được học rất nhiều từ thầy","học rất nhiều từ thầy","Teaching quality","học rất nhiều","Positive"
"66","nên hướng dẫn giải các bài tập cơ bản của môn học .","nên hướng dẫn giải các bài tập cơ bản của môn học","hướng dẫn giải các bài tập","Support from lecturers","nên","Neutral"
"67","nội dung thực hành vào lý thuyết chưa khớp nhau , chưa truyền tải được nhiều kiến thức .","nội dung thực hành vào lý thuyết chưa khớp nhau","nội dung thực hành vào lý thuyết","Course information","chưa khớp nhau","Negative"
"67","nội dung thực hành vào lý thuyết chưa khớp nhau , chưa truyền tải được nhiều kiến thức .","chưa truyền tải được nhiều kiến thức","truyền tải được nhiều kiến thức","Teaching quality","chưa truyền tải được nhiều","Negative"
"68","thầy nên giảng bài sinh động hơn thay vì ngồi một chỗ .","thầy nên giảng bài sinh động hơn thay vì ngồi một chỗ","giảng bài","Teaching quality","sinh động hơn thay vì ngồi một chỗ","Negative"
"69","hình dung chưa ?","hình dung chưa","hình dung chưa","General review","hình dung chưa","Neutral"
"70","giảng bài quá nhanh , ít bám sâu vào chương trình .","giảng bài quá nhanh","giảng bài","Teaching quality","quá nhanh","Negative"
"70","giảng bài quá nhanh , ít bám sâu vào chương trình .","ít bám sâu vào chương trình","ít bám sâu vào chương trình","Teaching quality","ít bám sâu","Negative"
"71","giảng viên không gây hứng thú cho sinh viên về bài giảng của mình .","giảng viên không gây hứng thú cho sinh viên về bài giảng của mình","bài giảng","Teaching quality","không gây hứng thú","Negative"
"72","em còn tưởng những nội dung này chỉ có trong hội thảo về "" đa cấp "" .","em còn tưởng những nội dung này chỉ có trong hội thảo về "" đa cấp ""","những nội dung này","Course information","đa cấp","Negative"
"73","thầy dạy dễ hiểu , nắm rõ kiến thức .","thầy dạy dễ hiểu , nắm rõ kiến thức","dạy","Teaching quality","dễ hiểu , nắm rõ kiến thức","Positive"
"74","thầy thân thiện , nhiệt tình .","thầy thân thiện , nhiệt tình","thầy thân thiện , nhiệt tình","Support from lecturers","thân thiện , nhiệt tình","Positive"
"75","nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói .","nhìn chung cô dạy khá là nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu cô nói","dạy","Teaching quality","nhanh bạn nào có tư duy , logic không được tốt thì sẽ không hiểu","Negative"
"76","nhiệt tình trả lời các câu hỏi của sinh viên .","nhiệt tình trả lời các câu hỏi của sinh viên","trả lời các câu hỏi của sinh viên","Support from lecturers","nhiệt tình","Positive"
"77","em cảm thấy không có gì không hài lòng cả vì thầy dạy hay .","em cảm thấy không có gì không hài lòng cả vì thầy dạy hay","dạy","Teaching quality","không có gì không hài lòng cả vì thầy dạy hay","Positive"
"78","thầy tận tình , và thân thiện .","thầy tận tình , và thân thiện","thầy tận tình , và thân thiện","Support from lecturers","tận tình , và thân thiện","Positive"
"79","em nghỉ nên biên soạn lại .","em nghỉ nên biên soạn lại","biên soạn lại","Course information","nên biên soạn lại","Negative"
"80","ngoài việc cho bài tập ra , thầy nên giải đáp cho các học sinh các bài tập khó nữa .","ngoài việc cho bài tập ra , thầy nên giải đáp cho các học sinh các bài tập khó nữa","giải đáp cho các học sinh","Support from lecturers","ngoài việc cho bài tập ra , thầy nên giải đáp cho các học sinh các bài tập khó","Negative"
"81","mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề .","mỗi một vấn đề đều phải dừng lại hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề","hỏi xem còn sinh viên nào có cách khác không , hay đơn giản là cách hiểu khác trên cùng một vấn đề","Teaching quality","phải dừng lại hỏi","Negative"
"82","tất cả điều hài lòng .","tất cả điều hài lòng","hài lòng","General review","hài lòng","Positive"
"83","cô dễ thương siêu cute !","cô dễ thương siêu cute","dễ thương siêu cute","General review","dễ thương siêu cute","Positive"
"84","giảng viên vui vẻ , hòa đồng với sinh viên , tạo cảm giác hứng thú học tập hơn .","giảng viên vui vẻ","giảng viên vui vẻ","Support from lecturers","vui vẻ","Positive"
"84","giảng viên vui vẻ , hòa đồng với sinh viên , tạo cảm giác hứng thú học tập hơn .","hòa đồng với sinh viên","hòa đồng với sinh viên","Support from lecturers","hòa đồng","Positive"
"84","giảng viên vui vẻ , hòa đồng với sinh viên , tạo cảm giác hứng thú học tập hơn .","tạo cảm giác hứng thú học tập hơn","tạo cảm giác hứng thú học tập","Support from lecturers","tạo cảm giác hứng thú","Positive"
"85","giảng viên hỗ trợ bài giảng , tài liệu tham khảo rất đầy đủ trên moodle .","giảng viên hỗ trợ bài giảng","hỗ trợ bài giảng","Support from lecturers","hỗ trợ","Positive"
"85","giảng viên hỗ trợ bài giảng , tài liệu tham khảo rất đầy đủ trên moodle .","tài liệu tham khảo rất đầy đủ trên moodle","tài liệu tham khảo","Course information","đầy đủ","Positive"
"86","thầy hướng dẫn rất tận tình .","thầy hướng dẫn rất tận tình","hướng dẫn rất tận tình","Support from lecturers","tận tình","Positive"
"87","cả hai thầy đều rất nhiệt tình .","cả hai thầy đều rất nhiệt tình","nhiệt tình","Support from lecturers","nhiệt tình","Positive"
"88","thầy giải đáp thắc mắc của sinh viên nhiệt tình và đầy đủ , kiến thức nhiều và phong phú .","thầy giải đáp thắc mắc của sinh viên nhiệt tình và đầy đủ , kiến thức nhiều và phong phú","giải đáp thắc mắc của sinh viên","Support from lecturers","nhiệt tình và đầy đủ , kiến thức nhiều và phong phú","Positive"
"89","trong học kỳ này vì nó không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp .","trong học kỳ này vì nó không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp","không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp","Organization and management","không được cố định nên em và có thể nhiều bạn khác đã bỏ lỡ bài nộp","Negative"
"90","thầy chưa tận tâm trong giảng dạy .","thầy chưa tận tâm trong giảng dạy","giảng dạy","Teaching quality","chưa tận tâm","Negative"
"91","giảng viên dạy dễ hiểu .","giảng viên dạy dễ hiểu","dạy","Teaching quality","dễ hiểu","Positive"
"92","nên hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm .","nên hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm","hướng dẫn kỹ lưỡng vào những vấn đề trọng tâm","Teaching quality","nên","Neutral"
"93","triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người .","triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người","triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người","Organization and management","triển khai srum cho tổ hợp nhóm nhỏ chừng 15 người , 1 nhóm 5 người","Neutral"
"94","vì đôi khi tụi em theo bài không kịp .","vì đôi khi tụi em theo bài không kịp","theo bài không kịp","Teaching quality","theo bài không kịp","Negative"
"94","vì đôi khi tụi em theo bài không kịp .","vì đôi khi tụi em theo bài không kịp","theo bài không kịp","Teaching quality","không kịp","Negative"
"95","cô tận tình thân thiện với sinh viên .","cô tận tình thân thiện với sinh viên","tận tình thân thiện với sinh viên","Support from lecturers","tận tình thân thiện","Positive"
"96","thầy vui tính , rất tâm lý sinh viên .","thầy vui tính , rất tâm lý sinh viên","vui tính , rất tâm lý sinh viên","Support from lecturers","vui tính , rất tâm lý","Positive"
"97","nên phát hết các bài kiểm tra còn lại .","nên phát hết các bài kiểm tra còn lại","phát hết các bài kiểm tra còn lại","Test and evaluation","nên","Neutral"
"98","dạy kỹ căn bản rèn luyện cả 4 kỹ năng .","dạy kỹ căn bản rèn luyện cả 4 kỹ năng","dạy kỹ căn bản rèn luyện cả 4 kỹ năng","Teaching quality","dạy kỹ căn bản rèn luyện cả 4 kỹ năng","Positive"
"99","tăng thời gian học , tiếp xúc với sinh viên nhiều hơn .","tăng thời gian học","tăng thời gian học","Organization and management","tăng","Positive"
"99","tăng thời gian học , tiếp xúc với sinh viên nhiều hơn .","tiếp xúc với sinh viên nhiều hơn","tiếp xúc với sinh viên","Support from lecturers","nhiều hơn","Positive"
"100","có trách nhiệm giảng dạy cho các học sinh hiểu về bài học .","có trách nhiệm giảng dạy cho các học sinh hiểu về bài học","giảng dạy","Teaching quality","có trách nhiệm giảng dạy cho các học sinh hiểu về bài học","Positive"
