"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"1442","thầy có khả năng truyền đạt kiến thức tốt , dễ hiểu và cho nhiều bài tập để sinh viên có thể ứng dụng .","thầy có khả năng truyền đạt kiến thức tốt , dễ hiểu"," khả năng truyền đạt kiến thức","Teaching quality","tốt , dễ hiểu","Positive"
"1442","thầy có khả năng truyền đạt kiến thức tốt , dễ hiểu và cho nhiều bài tập để sinh viên có thể ứng dụng ."," cho nhiều bài tập để sinh viên có thể ứng dụng"," bài tập","Workload","có thể ứng dụng","Positive"
"1443","giáo viên truyền đạt kiến thức đầy đủ cho học sinh .","giáo viên truyền đạt kiến thức đầy đủ cho học sinh","giáo viên truyền đạt kiến thức","Teaching quality","đầy đủ","Positive"
"1444","nhiệt tình giải đáp mọi thắc mắc của sinh viên .","nhiệt tình giải đáp mọi thắc mắc của sinh viên","giải đáp mọi thắc mắc","Support from lecturers","nhiệt tình","Positive"
"1445","cô giảng dạy và chỉ dẫn học sinh rất tận tình .","cô giảng dạy và chỉ dẫn học sinh rất tận tình","cô giảng dạy","Teaching quality"," rất tận tình","Positive"
"1446","cực nhiệt tình , thương sinh viên , giảng dễ hiểu .","cực nhiệt tình , thương sinh viên","cực nhiệt tình , thương sinh viên","Support from lecturers","nhiệt tình , thương","Positive"
"1446","cực nhiệt tình , thương sinh viên , giảng dễ hiểu ."," giảng dễ hiểu"," giảng","Teaching quality","dễ hiểu","Positive"
"1447","nội dung thực hành chỉ là copy và paste , chưa tập trung vào nội dung giảng dạy .","nội dung thực hành chỉ là copy và paste , chưa tập trung vào nội dung giảng dạy","nội dung thực hành","Course information","copy và paste , chưa tập trung","Negative"
"1448","thầy truyền đạt chưa được tốt lắm , khó hình dung .","thầy truyền đạt chưa được tốt lắm , khó hình dung","thầy truyền đạt","Teaching quality","chưa được tốt lắm , khó","Negative"
"1449","cần tăng cường thêm tài liệu .","cần tăng cường thêm tài liệu","tài liệu","Course information","tăng cường","Neutral"
"1450","em nghĩ thi cuối kỳ môn này , nên thi với hình thức tự luận 100% ạ .","em nghĩ thi cuối kỳ môn này , nên thi với hình thức tự luận 100% ạ","thi cuối kỳ","Test and evaluation","tự luận 100%","Neutral"
"1451","số lượng thuật toán nhiều , dàn trải , nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn .","số lượng thuật toán nhiều , dàn trải","số lượng thuật toán","Workload","nhiều , dàn trải","Negative"
"1451","số lượng thuật toán nhiều , dàn trải , nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn .","nên được tinh giảm bớt để tập trung và liên hệ ứng dụng thực tiễn nhiều hơn","ứng dụng thực tiễn","Course information","nên được tinh giảm bớt","Neutral"
"1452","cách giảng dạy gây buồn ngủ .","cách giảng dạy gây buồn ngủ","cách giảng dạy","Teaching quality"," buồn ngủ","Negative"
"1453","bám sát chương trình .","bám sát chương trình","chương trình","Teaching quality","bám sát","Positive"
"1454","thầy dạy rất hay , mang tính cập nhật .","thầy dạy rất hay , mang tính cập nhật","thầy dạy","Teaching quality","rất hay","Positive"
"1455","thầy dạy hay , dễ hiểu , thầy thường xuyên cho chúng em làm các dạng bài tập .","thầy dạy hay , dễ hiểu","thầy dạy","Teaching quality","hay , dễ hiểu","Positive"
"1455","thầy dạy hay , dễ hiểu , thầy thường xuyên cho chúng em làm các dạng bài tập .","thầy thường xuyên cho chúng em làm các dạng bài tập","các dạng bài tập","Workload","thường xuyên cho","Positive"
"1456","làm cho người học bị rối .","làm cho người học bị rối","làm cho người học","Teaching quality"," bị rối","Negative"
"1457","cô tận tâm , nhiệt tình .","cô tận tâm , nhiệt tình","cô tận tâm","Support from lecturers","tận tâm , nhiệt tình","Positive"
"1458","hay nhiệt tình .","hay nhiệt tình","hay nhiệt tình","Support from lecturers","hay nhiệt tình","Positive"
"1459","sinh viên chịu khó sẽ làm được bài .","sinh viên chịu khó sẽ làm được bài"," làm được bài","Workload","chịu khó","Neutral"
"1460","thầy dạy không hiệu quả .","thầy dạy không hiệu quả ","thầy dạy","Teaching quality","không hiệu quả","Negative"
"1461","vui tính , cách giảng thu hút .","vui tính , cách giảng thu hút","cách giảng","Teaching quality","vui tính","Positive"
"1461","vui tính , cách giảng thu hút .","vui tính , cách giảng thu hút","cách giảng","Teaching quality","thu hút","Positive"
"1462","giáo viên luôn đảm bảo đúng giờ giảng dạy , giảng bài dễ hiểu .","giáo viên luôn đảm bảo đúng giờ giảng dạy","giảng dạy","Teaching quality","đảm bảo đúng giờ","Positive"
"1462","giáo viên luôn đảm bảo đúng giờ giảng dạy , giảng bài dễ hiểu .","giảng bài dễ hiểu","giảng bài","Teaching quality","dễ hiểu","Positive"
"1463","ảnh hướng tới kết quả chung của em .","ảnh hướng tới kết quả chung của em","kết quả chung","General review","ảnh hướng","Neutral"
"1464","tiếng anh không phải là môn dạy lý thuyết , ngữ pháp , nên em nghĩ cô nên thay đổi cách dạy .","tiếng anh không phải là môn dạy lý thuyết , ngữ pháp , nên em nghĩ cô nên thay đổi cách dạy","cách dạy","Teaching quality","nên thay đổi","Neutral"
"1465","thầy dạy khá hay và chi tiết , dễ tiếp thu .","thầy dạy khá hay và chi tiết , dễ tiếp thu","thầy dạy","Teaching quality","khá hay và chi tiết , dễ","Positive"
"1466","sự nhiệt tình chu đáo của cô .","sự nhiệt tình chu đáo của cô","sự nhiệt tình chu đáo","Support from lecturers","nhiệt tình chu đáo","Positive"
"1467","giảng dạy chi tiết hơn .","giảng dạy chi tiết hơn","giảng dạy","Teaching quality","chi tiết hơn","Neutral"
"1468","thầy sử dụng tiếng anh và tiếng việt lẫn lộn , gây khó hiểu .","thầy sử dụng tiếng anh và tiếng việt lẫn lộn , gây khó hiểu","thầy sử dụng tiếng anh và tiếng việt","Teaching quality","gây khó hiểu","Negative"
"1469","rất tốt , không có ý kiến .","rất tốt , không có ý kiến","không có ý kiến","General review","rất tốt","Positive"
"1470","thầy nhiệt tình , tâm huyết , đẹp trai .","thầy nhiệt tình , tâm huyết , đẹp trai","thầy nhiệt tình","Support from lecturers","nhiệt tình , tâm huyết , đẹp trai","Positive"
"1471","cho bài tập lấy điểm thực hành quá khó , hướng dẫn sơ sài .","cho bài tập lấy điểm thực hành quá khó","bài tập","Workload","quá khó","Negative"
"1471","cho bài tập lấy điểm thực hành quá khó , hướng dẫn sơ sài ."," hướng dẫn sơ sài","hướng dẫn","Support from lecturers","sơ sài","Negative"
"1472","lên lớp trễ 5 - 10 phút .","lên lớp trễ 5 - 10 phút","lên lớp","Organization and management","trễ 5 - 10 phút","Negative"
"1473","thầy nhiệt tình giảng dạy .","thầy nhiệt tình giảng dạy","giảng dạy","Teaching quality","nhiệt tình","Positive"
"1474","cần cung cấp thêm tài liệu học tập cho sinh viên .","cần cung cấp thêm tài liệu học tập cho sinh viên","tài liệu học tập","Course information","cung cấp thêm","Neutral"
"1475","em cần phổ biến nhiều thông tin hơn .","em cần phổ biến nhiều thông tin hơn","thông tin","Course information","phổ biến nhiều","Neutral"
"1476","thầy nghỉ quá nhiều , đây là môn về kinh tế mà thầy làm quá khắt khe .","thầy nghỉ quá nhiều","thầy nghỉ","Teaching quality","quá nhiều","Negative"
"1476","thầy nghỉ quá nhiều , đây là môn về kinh tế mà thầy làm quá khắt khe .","đây là môn về kinh tế mà thầy làm quá khắt khe","thầy làm","Teaching quality","quá khắt khe","Negative"
"1477","giảng viên thường xuyên đi trễ , việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình .","giảng viên thường xuyên đi trễ","đi trễ","Organization and management","thường xuyên","Negative"
"1477","giảng viên thường xuyên đi trễ , việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình .","việc giảng dạnh luôn bị kéo dài vì giảng viên quá nhiệt tình","việc giảng dạnh","Teaching quality","quá nhiệt tình","Neutral"
"1478","thầy dạy có hiệu quả , dễ hiểu , thiết thực .","thầy dạy có hiệu quả , dễ hiểu , thiết thực ","thầy dạy","Teaching quality","hiệu quả , dễ hiểu , thiết thực ","Positive"
"1479","thường xuyên đi ra ngoài , điện thoại , skype liên tục reo .","thường xuyên đi ra ngoài , điện thoại , skype liên tục reo ","đi ra ngoài","Organization and management","thường xuyên","Negative"
"1479","thường xuyên đi ra ngoài , điện thoại , skype liên tục reo .","thường xuyên đi ra ngoài , điện thoại , skype liên tục reo ","đi ra ngoài","Organization and management","liên tục reo","Negative"
"1480","hơi nhiều bài tập .","hơi nhiều bài tập","bài tập","Workload","hơi nhiều","Neutral"
"1481","cô dạy rất nhiệt tình và dễ hiểu .","cô dạy rất nhiệt tình và dễ hiểu ","cô dạy","Teaching quality","nhiệt tình và dễ hiểu","Positive"
"1482","giảng viên dạy rất nhiệt tình , giúp đỡ sinh viên rất nhiều .","giảng viên dạy rất nhiệt tình","giảng viên dạy","Teaching quality","nhiệt tình","Positive"
"1482","giảng viên dạy rất nhiệt tình , giúp đỡ sinh viên rất nhiều .","giúp đỡ sinh viên rất nhiều ","giúp đỡ","Support from lecturers","rất nhiều","Positive"
"1483","đôi từ tiếng anh em chưa hiểu .","đôi từ tiếng anh em chưa hiểu","từ tiếng anh","Course information","chưa hiểu","Neutral"
"1484","cần nâng cao hơn chất lượng giảng dạy .","cần nâng cao hơn chất lượng giảng dạy","chất lượng giảng dạy","Teaching quality","cần nâng cao","Neutral"
"1485","thầy tận tâm với học sinh , nhiệt tình với học sinh .","thầy tận tâm với học sinh , nhiệt tình với học sinh","thầy tận tâm","Support from lecturers","nhiệt tình","Positive"
"1486","không cần phải đi học thực hành trên phòng máy nhiều .","không cần phải đi học thực hành trên phòng máy nhiều","học thực hành","Workload","không cần","Neutral"
"1487","một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian .","một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian","vấn đề cơ bản","Workload","nên lược bớt","Neutral"
"1488","thái độ rất nhiệt tình .","thái độ rất nhiệt tình","thái độ","Support from lecturers","nhiệt tình","Positive"
"1489","cho thêm nhiều bài tập .","cho thêm nhiều bài tập","bài tập","Workload","cho thêm","Neutral"
"1490","sự nhiệt tình và tận tâm của thầy .","sự nhiệt tình và tận tâm của thầy","sự nhiệt tình và tận tâm","Support from lecturers","nhiệt tình và tận tâm","Positive"
"1491","tận tâm và rất cập nhật thông tin cho sinh viên .","tận tâm và rất cập nhật thông tin cho sinh viên","tận tâm","Support from lecturers","tận tâm và rất cập nhật","Positive"
"1492","giảng viên hướng dẫn nhiệt tình .","giảng viên hướng dẫn nhiệt tình","giảng viên hướng dẫn","Support from lecturers","nhiệt tình","Positive"
"1493","giáo trình rõ ràng , bài tập đầy đủ nội dung đã học .","giáo trình rõ ràng","giáo trình","Course information","rõ ràng","Positive"
"1493","giáo trình rõ ràng , bài tập đầy đủ nội dung đã học .","bài tập đầy đủ nội dung đã học ","bài tập","Workload","đầy đủ","Positive"
"1494","đưa thêm các ví dụ trong thực tiễn để sinh viên dễ tiếp thu bài .","đưa thêm các ví dụ trong thực tiễn để sinh viên dễ tiếp thu bài","ví dụ trong thực tiễn","Teaching quality","đưa thêm","Neutral"
"1495","cô nhiệt tình , giảng kỹ và dễ hiểu .","cô nhiệt tình , giảng kỹ và dễ hiểu","cô nhiệt tình","Teaching quality","nhiệt tình , giảng kỹ và dễ hiểu","Positive"
"1496","phòng học quá nóng , thiếu quạt .","phòng học quá nóng , thiếu quạt","phòng học","Learning environment","quá nóng","Negative"
"1497","thầy dạy rất tận tâm và nhiệt tình .","thầy dạy rất tận tâm và nhiệt tình ","thầy dạy","Teaching quality","tận tâm và nhiệt tình","Positive"
"1498","phòng máy không sử dụng được .","phòng máy không sử dụng được","phòng máy","Learning environment","không sử dụng được","Negative"
"1499","em học cảm thấy hơi khó hiểu , cô dạy hơi nhanh .","em học cảm thấy hơi khó hiểu , cô dạy hơi nhanh","cô dạy","Teaching quality","khó hiểu","Negative"
"1499","em học cảm thấy hơi khó hiểu , cô dạy hơi nhanh .","em học cảm thấy hơi khó hiểu , cô dạy hơi nhanh","cô dạy","Teaching quality","hơi nhanh","Negative"
"1500","giảng viên dạy hay , nhiệt tình và dễ hiểu .","giảng viên dạy hay , nhiệt tình và dễ hiểu","giảng viên dạy","Teaching quality","hay , nhiệt tình và dễ hiểu","Positive"
