"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"12","do học chung với các anh chị khoá 2011 , một phần nhỏ là khoá 2012 , các anh chị quá ồn ào , ồn ào không chịu nổi mặc dù đã nhắc nhở nhiều lần .","các anh chị quá ồn ào , ồn ào không chịu nổi mặc dù đã nhắc nhở nhiều lần","các anh chị quá ồn ào ","Learning environment","quá ồn ào , ồn ào không chịu nổi mặc dù đã nhắc nhở nhiều lần","Negative"
"13","lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi .","lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi "," phải làm đồ án rất nhiều môn , phải ôn thi ","Organization and management","lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi ","Neutral"
"14","thầy giảng rất nhiệt tình , cặn kẽ .","thầy giảng rất nhiệt tình","thầy giảng","Teaching quality","rất nhiệt tình","Positive"
"14","thầy giảng rất nhiệt tình , cặn kẽ .","cặn kẽ","cặn kẽ","Support from lecturers"," cặn kẽ","Positive"
"15","giảng viên chưa truyền đạt tốt cho sinh viên và thái độ ban đầu chưa tốt .","giảng viên chưa truyền đạt tốt cho sinh viên","giảng viên ","Teaching quality","chưa truyền đạt tốt cho sinh viên","Negative"
"15","giảng viên chưa truyền đạt tốt cho sinh viên và thái độ ban đầu chưa tốt .","thái độ ban đầu chưa tốt","thái độ ban đầu ","Support from lecturers","chưa tốt","Negative"
"16","cô dạy nhiệt tình , kiến thức sâu và rộng , liên hệ thực tiễn cụ thể .","cô dạy nhiệt tình","cô dạy","Teaching quality","nhiệt tình","Positive"
"16","cô dạy nhiệt tình , kiến thức sâu và rộng , liên hệ thực tiễn cụ thể .","kiến thức sâu và rộng","kiến thức","General review","sâu và rộng ","Positive"
"16","cô dạy nhiệt tình , kiến thức sâu và rộng , liên hệ thực tiễn cụ thể .","liên hệ thực tiễn cụ thể","liên hệ thực tiễn","Teaching quality"," cụ thể","Positive"
"17","thầy cung cấp những thông tin rất mới và rất có ích cho sinh viên cả về học tập và làm việc sau này !","thầy cung cấp những thông tin rất mới và rất có ích cho sinh viên cả về học tập và làm việc sau này ","thầy cung cấp những thông tin ","Support from lecturers","rất mới và rất có ích cho sinh viên cả về học tập và làm việc sau này","Positive"
"18","em không có ý kiến gì cả .","em không có ý kiến gì cả","em không có ý kiến gì cả","General review","em không có ý kiến gì cả","Neutral"
"19","giảng dạy tốt , nhiệt huyết với sinh viên .","giảng dạy tốt","giảng dạy","Teaching quality","tốt","Positive"
"19","giảng dạy tốt , nhiệt huyết với sinh viên .","nhiệt huyết với sinh viên","nhiệt huyết ","Support from lecturers","nhiệt huyết ","Positive"
"20","thầy cho nhiều bài tập .","thầy cho nhiều bài tập","nhiều bài tập","Workload","thầy cho nhiều bài tập","Neutral"
"21","cô rất tận tình !","cô rất tận tình","cô rất tận tình","Support from lecturers","rất tận tình","Positive"
"22","cảm thấy rất may mắn khi được học thầy .","cảm thấy rất may mắn khi được học thầy","cảm thấy rất may mắn khi được học thầy","General review","cảm thấy rất may mắn ","Positive"
"23","thầy giảng dạy nhiệt tình và vui tính .","thầy giảng dạy nhiệt tình","thầy giảng dạy","Teaching quality","nhiệt tình","Positive"
"23","thầy giảng dạy nhiệt tình và vui tính ."," vui tính","vui tính ","General review","vui tính ","Positive"
"24","giảng viên quá nhiệt tình , hiểu sinh viên , thương sinh viên .","giảng viên quá nhiệt tình","giảng viên ","Support from lecturers","quá nhiệt tình","Positive"
"24","giảng viên quá nhiệt tình , hiểu sinh viên , thương sinh viên .","hiểu sinh viên","hiểu sinh viên","Support from lecturers","hiểu","Positive"
"24","giảng viên quá nhiệt tình , hiểu sinh viên , thương sinh viên .","thương sinh viên","thương sinh viên","Support from lecturers","thương ","Positive"
"25","thầy vui tính , dạy dễ hiểu và tận tình .","thầy vui tính","thầy vui tính","General review"," vui tính","Positive"
"25","thầy vui tính , dạy dễ hiểu và tận tình .","dạy dễ hiểu "," dạy dễ hiểu ","Teaching quality","dễ hiểu","Positive"
"25","thầy vui tính , dạy dễ hiểu và tận tình .","tận tình","tận tình","Support from lecturers","tận tình","Positive"
"26","giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .","giảng viên nghỉ dạy nhiều buổi","giảng viên nghỉ dạy nhiều buổi","Organization and management","nghỉ dạy nhiều buổi","Negative"
"26","giảng viên nghỉ dạy nhiều buổi , kiến thức truyền đạt cho sinh viên không nhiều .","kiến thức truyền đạt cho sinh viên không nhiều","kiến thức truyền đạt cho sinh viên không nhiều","Support from lecturers","không nhiều","Negative"
"27","có đảm bảo chương trình dạy .","có đảm bảo chương trình dạy","có đảm bảo chương trình dạy","General review","có đảm bảo","Positive"
"28","nâng cao cơ sở vật chất giảng dạy .","nâng cao cơ sở vật chất giảng dạy","cơ sở vật chất giảng dạy","Learning environment","nâng cao ","Positive"
"29","giảng viên nên có kỹ năng sư phạm tốt hơn .","giảng viên nên có kỹ năng sư phạm tốt hơn"," kỹ năng sư phạm ","Teaching quality"," nên có kỹ năng sư phạm tốt hơn","Negative"
"30","cô rất tận tâm , nhiệt huyết , thân thiện , tạo không gian học rất thoải mái .","cô rất tận tâm , nhiệt huyết , thân thiện","cô ","Teaching quality","rất tận tâm , nhiệt huyết , thân thiện","Positive"
"30","cô rất tận tâm , nhiệt huyết , thân thiện , tạo không gian học rất thoải mái ."," tạo không gian học rất thoải mái","tạo không gian học ","Support from lecturers","ất thoải mái ","Positive"
"31","thiếu thông tin , tài liệu về môn học .","thiếu thông tin , tài liệu về môn học","thông tin , tài liệu về môn học","Course information","thiếu","Negative"
"32","chưa ôn tập được nhiều kiến thức cơ bản của anh văn 1 .","chưa ôn tập được nhiều kiến thức cơ bản của anh văn 1"," ôn tập","Teaching quality","chưa","Negative"
"33","học sinh yêu cầu giảng lại không giảng lại và bảo về tự xem lại .","học sinh yêu cầu giảng lại không giảng lại và bảo về tự xem lại","không giảng lại và bảo về tự xem lại","Support from lecturers","không giảng lại và bảo về tự xem lại","Negative"
"34","thầy dạy tận tâm .","thầy dạy tận tâm","thầy dạy","Teaching quality"," tận tâm","Positive"
"35","cần giảng viên nói to rõ , làm cho tiết học thêm sôi động , hấp dẫn .","cần giảng viên nói to rõ , làm cho tiết học thêm sôi động , hấp dẫn ","giảng viên nói to rõ , làm cho tiết học thêm sôi động , hấp dẫn","Teaching quality","cần","Negative"
"36","cô rất tuyệt , giảng lý thuyết và bài tập siêu kỹ , giải đáp thắc mắc của sinh viên cực nhanh vì chi tiết .","cô rất tuyệt , giảng lý thuyết và bài tập siêu kỹ ","giảng lý thuyết và bài tập siêu kỹ","Teaching quality"," rất tuyệt","Positive"
"36","cô rất tuyệt , giảng lý thuyết và bài tập siêu kỹ , giải đáp thắc mắc của sinh viên cực nhanh vì chi tiết .","giải đáp thắc mắc của sinh viên cực nhanh vì chi tiết","giải đáp thắc mắc của sinh viên","Support from lecturers","cực nhanh vì chi tiết","Positive"
"37","cô dạy vui vẻ nhiệt tình , giúp em có hứng học môn anh văn hơn .","cô dạy vui vẻ nhiệt tình , giúp em có hứng học môn anh văn hơn","cô dạy ","Teaching quality","vui vẻ nhiệt tình , giúp em có hứng học môn anh văn hơn","Positive"
"38","cô rất vui tính .","cô rất vui tính","cô rất vui tính","General review","rất vui tính","Positive"
"39","số lượng bài tập tại lớp mỗi buổi khá nhiều , em mong thầy có thể giảm bớt 2 - 3 bài .","số lượng bài tập tại lớp mỗi buổi khá nhiều , em mong thầy có thể giảm bớt 2 - 3 bài ","số lượng bài tập tại lớp mỗi buổi","Workload","khá nhiều","Negative"
"40","giáo viên giảng dạy kỹ từng phần .","giáo viên giảng dạy kỹ từng phần","giáo viên giảng dạy","Teaching quality"," giảng dạy kỹ từng phần ","Positive"
"41","cô cũng khuyến khích seminar để tăng khả năng sinh bày của sinh viên , trong quá trình trình bày hoặc xây dựng nội dung trình bày cô luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó .","cô cũng khuyến khích seminar để tăng khả năng sinh bày của sinh viên","cô cũng khuyến khích","Support from lecturers","khuyến khích seminar để tăng khả năng sinh bày của sinh viên","Neutral"
"41","cô cũng khuyến khích seminar để tăng khả năng sinh bày của sinh viên , trong quá trình trình bày hoặc xây dựng nội dung trình bày cô luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó ."," trong quá trình trình bày hoặc xây dựng nội dung trình bày cô luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó"," cô luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó","Support from lecturers"," luôn tận tình giúp đỡ nếu có khó khăn từ phía sinh viên đó","Positive"
"42","đưa sinh viên đi tham quan thực tế về các doanh nghiệp .","đưa sinh viên đi tham quan thực tế về các doanh nghiệp","đưa sinh viên đi tham quan thực tế","Support from lecturers","đưa sinh viên đi tham quan thực tế về các doanh nghiệp","Neutral"
"43","giao tiếp nhiều hơn .","giao tiếp nhiều hơn","giao tiếp nhiều hơn","General review","giao tiếp nhiều hơn","Neutral"
"44","khiến cho chúng em vừa đói lại vừa mệt , kiến thức thầy nói thật đáng để chúng em ghi nhận nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi .","khiến cho chúng em vừa đói lại vừa mệt","khiến cho chúng em vừa đói lại vừa mệt","Organization and management"," vừa đói lại vừa mệt","Negative"
"44","khiến cho chúng em vừa đói lại vừa mệt , kiến thức thầy nói thật đáng để chúng em ghi nhận nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi .","kiến thức thầy nói thật đáng để chúng em ghi nhận","kiến thức thầy nói ","Teaching quality","thật đáng để chúng em ghi nhận","Positive"
"44","khiến cho chúng em vừa đói lại vừa mệt , kiến thức thầy nói thật đáng để chúng em ghi nhận nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi .","nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi"," nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi","General review","nhưng đói và mệt thì làm sao chúng em tiếp thu và thực hiện nổi","Negative"
"45","giải thích được rõ vấn đề .","giải thích được rõ vấn đề","giải thích được ","Teaching quality","rõ vấn đề","Positive"
"46","không có ý kiến gì !","không có ý kiến gì","không có ý kiến gì","General review","không có ý kiến gì","Neutral"
"47","thời lượng học lý thuyết của môn học ngắn , dễ bị ảnh hưởng khi giảng viên đến trễ hay tham gia các buổi họp .","thời lượng học lý thuyết của môn học ngắn , dễ bị ảnh hưởng khi giảng viên đến trễ hay tham gia các buổi họp","thời lượng học lý thuyết của môn học","Course information","ngắn , dễ bị ảnh hưởng khi giảng viên đến trễ hay tham gia các buổi họp ","Negative"
"48","giảng viên rất tôn trọng sinh viên , hướng dẫn tận tình cho sinh viên cách học và ôn tập cuối kỳ , ngoài ra còn hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp .","giảng viên rất tôn trọng sinh viên","giảng viên rất tôn trọng sinh viên","General review","rất tôn trọng sinh viên","Positive"
"48","giảng viên rất tôn trọng sinh viên , hướng dẫn tận tình cho sinh viên cách học và ôn tập cuối kỳ , ngoài ra còn hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp .","hướng dẫn tận tình cho sinh viên cách học và ôn tập cuối kỳ , ngoài ra còn hướng dẫn chi tiết cho sinh viên về đồ án tốt nghiệp","hướng dẫn tận tình cho sinh viên","Support from lecturers","tận tình","Positive"
"49","không có sách dạy chi tiết về môn học nên học rất khó hiểu , cần có tài liều hướng dẫn cụ thể chi tiết , mong nhà trường viết thêm sách cho sinh viên .","không có sách dạy chi tiết về môn học nên học rất khó hiểu","sách dạy chi tiết về môn học","Course information","không có ","Negative"
"49","không có sách dạy chi tiết về môn học nên học rất khó hiểu , cần có tài liều hướng dẫn cụ thể chi tiết , mong nhà trường viết thêm sách cho sinh viên .","cần có tài liều hướng dẫn cụ thể chi tiết , mong nhà trường viết thêm sách cho sinh viên","tài liều hướng dẫn cụ thể chi tiết ","Course information","mong nhà trường viết thêm sách cho sinh viên","Neutral"
"50","nghỉ học nhiều , vào lớp trễ .","nghỉ học nhiều , vào lớp trễ","nghỉ học nhiều , vào lớp trễ","Organization and management","nghỉ học nhiều , vào lớp trễ","Negative"
"51","hi vọng thầy có thể cải thiện kỹ năng truyền đạt hơn .","hi vọng thầy có thể cải thiện kỹ năng truyền đạt hơn","kỹ năng truyền đạt","Teaching quality","hi vọng thầy có thể cải thiện","Negative"
"52","sinh viên cần đi học chăm nghe thầy giảng và làm bài tập thầy cho .","sinh viên cần đi học chăm nghe thầy giảng và làm bài tập thầy cho","đi học chăm ","Organization and management","cần","Negative"
"53","thầy chỉ dạy nhiệt tình những chỗ sinh viên chưa nắm rõ .","thầy chỉ dạy nhiệt tình những chỗ sinh viên chưa nắm rõ","thầy chỉ dạy","Teaching quality","nhiệt tình","Positive"
"54","ra bài tập vừa phải thôi và phải chữa bài .","ra bài tập vừa phải thôi và phải chữa bài","ra bài tập","Workload"," vừa phải thôi ","Negative"
"55","dậy nhiệt tình , dễ tính .","dậy nhiệt tình , dễ tính","dậy","Teaching quality"," nhiệt tình , dễ tính","Positive"
"56","thầy có thể giới thiệu cho bọn em những cuốn sách có nội dung đầy đủ và phù hợp với nội dung của chương trình nhà trường đề ra .","thầy có thể giới thiệu cho bọn em những cuốn sách có nội dung đầy đủ và phù hợp với nội dung của chương trình nhà trường đề ra","thầy có thể giới thiệu","Support from lecturers","thầy có thể giới thiệu cho bọn em những cuốn sách có nội dung đầy đủ và phù hợp với nội dung của chương trình nhà trường đề ra","Neutral"
"57","giảng viên khả năng truyền đạt tốt .","giảng viên khả năng truyền đạt tốt ","khả năng truyền đạt","Teaching quality","tốt","Positive"
"58","giáo viên giảng dạy nhiệt tình , tạo được hứng thú cho sinh viên .","giáo viên giảng dạy nhiệt tình ","giáo viên giảng dạy","Teaching quality","nhiệt tình","Positive"
"58","giáo viên giảng dạy nhiệt tình , tạo được hứng thú cho sinh viên .","tạo được hứng thú cho sinh viên","tạo được hứng thú cho sinh viên","Support from lecturers","tạo được hứng thú","Positive"
"59","giảng viên không đưa các bài giảng lên hệ thống courses .","giảng viên không đưa các bài giảng lên hệ thống courses"," đưa các bài giảng lên hệ thống","Support from lecturers","không đưa","Negative"
"60","thầy dạy hơi gây buồn ngủ .","thầy dạy hơi gây buồn ngủ","thầy dạy","Teaching quality","hơi gây buồn ngủ","Negative"
"61","thiếu trang bị , dụng cụ thực hành cần thiết , không đáp ứng đủ thời gian giảng dạy do vắng tiết .","thiếu trang bị , dụng cụ thực hành cần thiết","trang bị , dụng cụ thực hành","Learning environment","thiếu","Negative"
"61","thiếu trang bị , dụng cụ thực hành cần thiết , không đáp ứng đủ thời gian giảng dạy do vắng tiết .","không đáp ứng đủ thời gian giảng dạy do vắng tiết ","thời gian giảng dạy","Organization and management","không đáp ứng đủ ","Negative"
"62","cô tận tình , nhiệt tình trong công việc .","cô tận tình , nhiệt tình trong công việc","cô ","Support from lecturers","tận tình , nhiệt tình trong công việc","Positive"
"63","thực hành không liên quan gì đến lý thuyết .","thực hành không liên quan gì đến lý thuyết","thực hành","Course information","không liên quan gì","Negative"
"64","giảng viên nói quá nhanh .","giảng viên nói quá nhanh ","giảng viên ","Teaching quality","nói quá nhanh","Negative"
"65","đề nghị giảng viên sử dụng hiệu quả hơn kênh moodle để nâng cao chất lượng giảng dạy .","đề nghị giảng viên sử dụng hiệu quả hơn kênh moodle để nâng cao chất lượng giảng dạy","giảng viên sử dụng hiệu quả hơn kênh moodle","Teaching quality","đề nghị ","Negative"
"66","khả năng truyền đạt của giảng viên chưa được tốt .","khả năng truyền đạt của giảng viên chưa được tốt ","khả năng truyền đạt của giảng viên","Teaching quality","chưa được tốt","Negative"
"67","thầy rất dễ chịu .","thầy rất dễ chịu","thầy rất dễ chịu","General review","rất dễ chịu","Positive"
"68","thầy nên vui vẻ giải đáp thắc mắc khi học sinh hỏi , bớt càu nhàu .","thầy nên vui vẻ giải đáp thắc mắc khi học sinh hỏi , bớt càu nhàu","thầy ","Support from lecturers","càu nhàu","Negative"
"69","cung cấp cho sinh viên biết được mục đích và công dụng thực tiễn của môn học vào thực tế nghề nghiệp , thêm các ví dụ liên quan tới cách áp dụng môn học vào nghề nghiệp tương lai chứ không dừng ở việc lấy ví dụ cho bài giảng .","cung cấp cho sinh viên biết được mục đích và công dụng thực tiễn của môn học vào thực tế nghề nghiệp , thêm các ví dụ liên quan tới cách áp dụng môn học vào nghề nghiệp tương lai chứ không dừng ở việc lấy ví dụ cho bài giảng","cung cấp cho sinh viên biết được mục đích và công dụng thực tiễn của môn học vào thực tế nghề nghiệp , thêm các ví dụ liên quan tới cách áp dụng môn học vào nghề nghiệp tương lai","Support from lecturers","chứ không dừng ở việc lấy ví dụ cho bài giảng","Positive"
"70","tuy nhiên ai hỏi thì cô trả lời nhiệt tình .","tuy nhiên ai hỏi thì cô trả lời nhiệt tình","cô trả lời","Support from lecturers","nhiệt tình","Positive"
"71","giải chi tiết các bài tập , tiếp thu bài rất nhanh trong giờ giảng của thầy .","giải chi tiết các bài tập , tiếp thu bài rất nhanh trong giờ giảng của thầy","giải chi tiết các bài tập","Teaching quality","giải chi tiết các bài tập , tiếp thu bài rất nhanh","Positive"
"72","cố gắng tạo mọi điều kiện để sinh viên hoạt động nâng cao kỹ năng .","cố gắng tạo mọi điều kiện để sinh viên hoạt động nâng cao kỹ năng","cố gắng tạo mọi điều kiện","Support from lecturers","cố gắng tạo mọi điều kiện","Positive"
"73","cô dạy hơi khó hiểu , phức tạp hóa vấn đề .","cô dạy hơi khó hiểu , phức tạp hóa vấn đề","cô dạy ","Teaching quality","hơi khó hiểu , phức tạp hóa vấn đề","Negative"
"74","cần đưa ra nhìu ví dụ , bài tập cộng bài giảng đi theo .","cần đưa ra nhìu ví dụ , bài tập cộng bài giảng đi theo","cần đưa ra","Support from lecturers","cần","Negative"
"75","thầy dạy tận tình .","thầy dạy tận tình","thầy dạy","Teaching quality","tận tình","Positive"
"76","câu văn trong bài giảng khó hiểu , không diễn đạt rõ ràng ý nghĩa .","câu văn trong bài giảng khó hiểu , không diễn đạt rõ ràng ý nghĩa","câu văn trong bài giảng ","Course information","khó hiểu , không diễn đạt rõ ràng ý nghĩa","Negative"
"77","bản thân thầy dạy thực hành mà 3 tuần học liền tương đương 1dot5 tháng mà thầy vẫn không làm được yêu cầu cơ bản của môn học , đó là kết nối oracle trên 2 máy .","bản thân thầy dạy thực hành mà 3 tuần học liền tương đương 1dot5 tháng mà thầy vẫn không làm được yêu cầu cơ bản của môn học , đó là kết nối oracle trên 2 máy","bản thân thầy dạy thực hành mà 3 tuần học liền tương đương 1dot5 tháng mà thầy vẫn không làm được yêu cầu cơ bản của môn học , đó là kết nối oracle trên 2 máy","Teaching quality","không làm được yêu cầu cơ bản của môn học","Negative"
"78","thầy giảng hơi khó hiểu , thầy cần chủ động mở nhiều cuộc tranh luận với sinh viên .","thầy giảng hơi khó hiểu","thầy giảng","Teaching quality","hơi khó hiểu","Negative"
"78","thầy giảng hơi khó hiểu , thầy cần chủ động mở nhiều cuộc tranh luận với sinh viên .","thầy cần chủ động mở nhiều cuộc tranh luận với sinh viên"," chủ động mở nhiều cuộc tranh luận với sinh viên","Support from lecturers","cần chủ động mở nhiều cuộc tranh luận ","Neutral"
"79","giảng hơi nhanh .","giảng hơi nhanh","giảng","Teaching quality","hơi nhanh","Negative"
"80","giáo viên tận tâm , công minh .","giáo viên tận tâm , công minh","giáo viên ","Support from lecturers","tận tâm , công minh","Positive"
"81","những đề bài tập của thầy rất hay , rất ấn tượng !","những đề bài tập của thầy rất hay , rất ấn tượng ","những đề bài tập của thầy","Workload","rất hay , rất ấn tượng","Positive"
"82","làm thầy thì có tâm chút đi ạ .","làm thầy thì có tâm chút đi ạ","làm thầy","Support from lecturers"," thì có tâm chút đi ạ","Negative"
"83","có những ví dụ sinh động , dễ hiểu .","có những ví dụ sinh động , dễ hiểu","có những ví dụ","Teaching quality","sinh động , dễ hiểu","Positive"
"84","giảng viên có nhiều kinh nghiệm chuyên môn .","giảng viên có nhiều kinh nghiệm chuyên môn","giảng viên có nhiều kinh nghiệm chuyên môn","General review","có nhiều kinh nghiệm chuyên môn","Positive"
"85","người thậy nhiệt huyết dù học sinh không đi học đầy đủ .","người thậy nhiệt huyết","người thậy nhiệt huyết","Support from lecturers"," nhiệt huyết","Positive"
"85","người thậy nhiệt huyết dù học sinh không đi học đầy đủ .","dù học sinh không đi học đầy đủ","học sinh","Learning environment"," không đi học đầy đủ","Negative"
"86","cô không cung cấp đáp án bài tập trên moodle .","cô không cung cấp đáp án bài tập trên moodle "," cung cấp đáp án bài tập trên moodle","Support from lecturers","cung cấp đáp án bài tập","Negative"
"87","cách giảng đôi lúc ( vài buổi ) còn gây buồn ngủ , chưa thu hút ( có thể là do bài giảng nhiều lý thuyết mới ) .","cách giảng đôi lúc ( vài buổi ) còn gây buồn ngủ , chưa thu hút ( có thể là do bài giảng nhiều lý thuyết mới )","cách giảng","Teaching quality","còn gây buồn ngủ , chưa thu hút","Negative"
"88","giảng viên có chuyên môn cao .","giảng viên có chuyên môn cao","giảng viên có chuyên môn cao","General review"," có chuyên môn cao","Positive"
"89","giảng viên đảm bảo thời gian lên lớp tốt , chấm điểm công bằng .","giảng viên đảm bảo thời gian lên lớp tốt","thời gian lên lớp","Organization and management","đảm bảo thời gian lên lớp tốt","Positive"
"89","giảng viên đảm bảo thời gian lên lớp tốt , chấm điểm công bằng .","chấm điểm công bằng","chấm điểm","Test and evaluation"," công bằng","Positive"
"90","đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết nên giảng viên cần giảng một cách khái quát về bài học trước để sinh viên về nhà có thể tự thực hành , chứ chiếu đề lên và bắt sinh viên làm thì bị trống kiến thức .","đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết","đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết","Course information","đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết","Neutral"
"90","đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết nên giảng viên cần giảng một cách khái quát về bài học trước để sinh viên về nhà có thể tự thực hành , chứ chiếu đề lên và bắt sinh viên làm thì bị trống kiến thức ."," giảng viên cần giảng một cách khái quát về bài học trước để sinh viên về nhà có thể tự thực hành"," giảng viên cần giảng một cách khái quát về bài học trước","Teaching quality"," cần giảng một cách khái quát về bài học trước để sinh viên về nhà có thể tự thực hành","Negative"
"90","đây là một thực hành và là một môn khó , có số tín chỉ bằng 2 lý thuyết nên giảng viên cần giảng một cách khái quát về bài học trước để sinh viên về nhà có thể tự thực hành , chứ chiếu đề lên và bắt sinh viên làm thì bị trống kiến thức .","chứ chiếu đề lên và bắt sinh viên làm thì bị trống kiến thức"," chiếu đề lên và bắt sinh viên làm","Teaching quality","bị trống kiến thức","Negative"
"91","giảng và giải bài quá nhanh .","giảng và giải bài quá nhanh ","giảng và giải bài","Teaching quality","quá nhanh","Negative"
"92","giảng dạy tận tình .","giảng dạy tận tình","giảng dạy","Teaching quality","tận tình","Positive"
"93","slide chưa đẹp lắm .","slide chưa đẹp lắm","slide ","Course information","chưa đẹp lắm","Negative"
"94","chưa có nhiều trao đổi , tương tác với sinh viên trên các diễn đàn .","chưa có nhiều trao đổi , tương tác với sinh viên trên các diễn đàn","tương tác với sinh viên","Support from lecturers","chưa có nhiều trao đổi , tương tác với sinh viên trên các diễn đàn","Negative"
