"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"19","thầy nhiệt tình dễ hiểu .","thầy nhiệt tình dễ hiểu","thầy","Teaching quality","nhiệt tình dễ hiểu","Positive"
"20","thực hành và lý thuyết nên dạy song song .","thực hành và lý thuyết nên dạy song song","thực hành và lý thuyết nên dạy song song","Course information","nên dạy song song","Neutral"
"21","giảng viên dạy nhanh .","giảng viên dạy nhanh","giảng viên","Teaching quality","dạy nhanh","Negative"
"22","bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng .","bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng","bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng","Teaching quality","bài tập trên lớp nên được giới thiệu ngay từ đầu tiết học để học sinh không tốn thời gian đọc đề cũng như có thể suy nghĩ cách giải cùng lúc với việc nghe giảng","Negative"
"23","giảng viên cho bài tập hay .","giảng viên cho bài tập hay","giảng viên","Teaching quality","cho bài tập hay","Positive"
"24","cập nhật bài tập mới .","cập nhật bài tập mới","cập nhật bài tập mớ","Course information","cập nhật bài tập mới","Neutral"
"25","lên lớp ai làm việc người ấy , thầy không có giảng gì thêm .","lên lớp ai làm việc người ấy","lên lớp ai làm việc người ấy","Organization and management","lên lớp ai làm việc người ấy","Negative"
"25","lên lớp ai làm việc người ấy , thầy không có giảng gì thêm .","thầy không có giảng gì thêm","thầy không có giảng","Teaching quality","không có giảng gì thêm","Negative"
"26","tận tâm , nhiệt tình , quan tâm đến sinh viên .","tận tâm , nhiệt tình , quan tâm đến sinh viên","tận tâm , nhiệt tình , quan tâm đến sinh viên","Support from lecturers","tận tâm , nhiệt tình , quan tâm đến sinh viên","Positive"
"27","phản hồi giải đáp thắc mắc cho sinh viên .","phản hồi giải đáp thắc mắc cho sinh viên","phản hồi giải đáp thắc mắc","Support from lecturers","phản hồi giải đáp thắc mắc cho sinh viên","Positive"
"28","dạy quá nhanh .","dạy quá nhanh","dạy","Teaching quality","quá nhanh","Negative"
"29","mong ban thiết bị sớm khắc phục ạ !","mong ban thiết bị sớm khắc phục ạ","ban thiết bị ","Learning environment","mong ban thiết bị sớm khắc phục ạ","Neutral"
"30","môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .","môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp","môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp","Course information","môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp","Negative"
"31","giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên .","giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên","giảng viên nên đổi mới phương pháp giảng dạy","Teaching quality","nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên","Neutral"
"32","nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng .","nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng","nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng","Teaching quality","nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng","Positive"
"33","cô dạy rất tận tình , dễ hiểu .","cô dạy rất tận tình , dễ hiểu","cô dạy","Teaching quality","rất tận tình , dễ hiểu","Positive"
"34","không đáp ứng được nhu cầu của sinh viên .","không đáp ứng được nhu cầu của sinh viên ","không đáp ứng được nhu cầu của sinh viên","Support from lecturers","không đáp ứng được nhu cầu của sinh viên","Negative"
"35","thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .","thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng","thầy","Teaching quality","rất nhiệt tình với chúng em và điều này làm em rất hài lòng","Positive"
"36","cách giảng dạy của thầy rất hay và có phần dễ hiễu .","cách giảng dạy của thầy rất hay và có phần dễ hiễu","cách giảng dạy của thầy","Teaching quality"," rất hay và có phần dễ hiễu","Positive"
"37","nhiệt tình , dễ thương .","nhiệt tình , dễ thương","nhiệt tình , dễ thương","General review","nhiệt tình , dễ thương","Positive"
"38","không hướng dẫn đồ án .","không hướng dẫn đồ án","không hướng dẫn đồ án","Support from lecturers","không hướng dẫn đồ án","Negative"
"39","em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .","em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung"," bổ sung tài liệu về môn học và cập nhật nội dung","Course information","em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung","Neutral"
"40","chép bài rất nhiều , lãng phí thời gian nghe giảng .","chép bài rất nhiều , lãng phí thời gian nghe giảng","chép bài rất nhiều , lãng phí thời gian nghe giảng","Teaching quality","chép bài rất nhiều , lãng phí thời gian nghe giảng","Negative"
"41","em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm .","em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm","em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm","Organization and management","em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm","Neutral"
"42","đề thi môn dài sinh viên làm không đủ thời gian .","đề thi môn dài sinh viên làm không đủ thời gian","đề thi môn dài ","Test and evaluation","đề thi môn dài sinh viên làm không đủ thời gian","Negative"
"43","cho làm nhiều bài test .","cho làm nhiều bài test","cho làm nhiều bài test","Workload","cho làm nhiều bài test","Neutral"
"44","theo em thì nên thi phòng máy nào có visual 2013 trở lên .","theo em thì nên thi phòng máy nào có visual 2013 trở lên","thi phòng máy nào có visual 2013 trở lên","Learning environment","theo em thì nên thi phòng máy nào có visual 2013 trở lên","Neutral"
"44","theo em thì nên thi phòng máy nào có visual 2013 trở lên .","theo em thì nên thi phòng máy nào có visual 2013 trở lên","theo em thì nên thi phòng máy nào có visual 2013 trở lên","Test and evaluation","theo em thì nên thi phòng máy nào có visual 2013 trở lên","Neutral"
"45","cần thêm nhiều tài liệu cho môn học .","cần thêm nhiều tài liệu cho môn học"," tài liệu cho môn học","Course information","cần thêm nhiều tài liệu cho môn học","Neutral"
"46","thầy giảng dạy tốt .","thầy giảng dạy tốt","thầy giảng dạy","Teaching quality","tốt","Positive"
"47","mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .","mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó","mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó","Support from lecturers","mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó","Negative"
"48","thầy cần cho bài tập và hướng dẫn nhiều hơn .","thầy cần cho bài tập và hướng dẫn nhiều hơn","thầy cần cho bài tập và hướng dẫn nhiều hơn","Support from lecturers","cần cho bài tập và hướng dẫn nhiều hơn","Negative"
"49","giáo viên lên lớp đúng giờ , giảng bài sôi động .","giáo viên lên lớp đúng giờ , giảng bài sôi động","giáo viên lên lớp đúng giờ , giảng bài sôi động","Teaching quality","giáo viên lên lớp đúng giờ , giảng bài sôi động","Positive"
"50","em thấy thầy chỉ giảng cho có .","em thấy thầy chỉ giảng cho có"," thầy chỉ giảng cho có","Teaching quality"," thầy chỉ giảng cho có","Negative"
"51","cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .","cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu","mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu","Course information","cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu","Negative"
"52","thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế .","thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế","thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế","Teaching quality","thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế","Positive"
"53","dạy theo sát chương trình .","dạy theo sát chương trình","dạy theo sát chương trình","Teaching quality","dạy theo sát chương trình","Positive"
"54","cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .","cung cấp thêm trang thiết bị phục vụ nhu cầu môn học","cung cấp thêm trang thiết bị phục vụ nhu cầu môn học","Learning environment","cung cấp thêm trang thiết bị phục vụ nhu cầu môn học","Neutral"
"55","đề nghị nâng cấp phòng lab khoa mạng .","đề nghị nâng cấp phòng lab khoa mạng","nâng cấp phòng lab khoa mạng","Learning environment","đề nghị nâng cấp phòng lab khoa mạng","Neutral"
"56","thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao .","thầy giảng hay và tâm huyết","thầy giảng","Teaching quality","hay và tâm huyết","Positive"
"56","thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao ."," bài giảng có tính thực tiễn cao","bài giảng","Teaching quality","có tính thực tiễn cao","Positive"
"57","đi dạy đúng giờ .","đi dạy đúng giờ","đi dạy","Teaching quality","đúng giờ","Positive"
"58","thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !","thầy cung cấp nhiều kiến thức mới","thầy cung cấp nhiều kiến thức","Teaching quality","thầy cung cấp nhiều kiến thức mới","Positive"
"58","thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !","thầy dạy tận tâm và nhiệt tình","thầy dạy","Teaching quality","tận tâm và nhiệt tình","Positive"
"59","có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .","có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng ","có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng","Course information","có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng","Positive"
"60","các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .","các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án","các yêu cầu về đồ án môn học","Test and evaluation","nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án","Negative"
"61","dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm .","dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm","dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm","Teaching quality","dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâ","Positive"
"62","dạy chưa được kỹ lắm , điểm nên thoáng hơn .","dạy chưa được kỹ lắm","dạy","Teaching quality","chưa được kỹ lắm","Negative"
"62","dạy chưa được kỹ lắm , điểm nên thoáng hơn .","điểm nên thoáng hơn"," điểm","Test and evaluation"," nên thoáng hơn","Negative"
"63","chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .","chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp","chưa chuẩn bị kỹ bài giảng","Teaching quality","chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp","Negative"
"64","cô khá tận tâm cho học sinh .","cô khá tận tâm cho học sinh","cô","Teaching quality","khá tận tâm cho học sinh","Positive"
"65","cần cải cách lại nội dung các bài thực hành , một số kiến nội dung trong bài thực hành đã trở nên lỗi thời .","cần cải cách lại nội dung các bài thực hành","cải cách lại nội dung các bài thực hành","Course information","cần cải cách lại nội dung các bài thực hành","Negative"
"65","cần cải cách lại nội dung các bài thực hành , một số kiến nội dung trong bài thực hành đã trở nên lỗi thời ."," một số kiến nội dung trong bài thực hành đã trở nên lỗi thời"," một số kiến nội dung trong bài thực hành","Course information","đã trở nên lỗi thời","Negative"
"66","giảng viên có khả năng truyền đạt kiến thức tốt .","giảng viên có khả năng truyền đạt kiến thức tốt","giảng viên","Teaching quality","có khả năng truyền đạt kiến thức tốt","Positive"
"67","cho làm nhiều bài tập .","cho làm nhiều bài tập","cho làm nhiều bài tập","Workload","cho làm nhiều bài tập","Positive"
"68","nghiên cứu khoa học .","nghiên cứu khoa học","nghiên cứu khoa học","General review","nghiên cứu khoa học","Neutral"
"69","giáo viên dạy rất tận tâm , nhiệt tình .","giáo viên dạy rất tận tâm , nhiệt tình ","giáo viên dạy","Teaching quality"," rất tận tâm , nhiệt tình","Positive"
"70","thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !","thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp","thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp","Support from lecturers","thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp","Negative"
"71","chỉ thông báo trên lớp sẽ khó tránh sai sót .","chỉ thông báo trên lớp sẽ khó tránh sai sót","thông báo trên lớp","Support from lecturers","chỉ thông báo trên lớp sẽ khó tránh sai sót","Negative"
"72","cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .","cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ","cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ","Teaching quality","cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ","Negative"
"73","đề nghị lắp thêm quạt .","đề nghị lắp thêm quạt","đề nghị lắp thêm quạt","Learning environment","đề nghị lắp thêm quạt","Neutral"
"74","dạy kỹ .","dạy kỹ","dạy kỹ","Teaching quality","dạy kỹ","Positive"
"75","bài tập cần đa dạng hơn .","bài tập cần đa dạng hơn","bài tập","Course information","cần đa dạng hơn","Negative"
"76","nói rất nhỏ .","nói rất nhỏ","nói","Teaching quality","rất nhỏ","Negative"
"77","có lúc làm bài sai giáo viên nói làm hơi tự ái .","có lúc làm bài sai giáo viên nói làm hơi tự ái","có lúc làm bài sai giáo viên nói làm hơi tự ái","Teaching quality","có lúc làm bài sai giáo viên nói làm hơi tự ái","Negative"
"78","không sửa các bài tập thực hành .","không sửa các bài tập thực hành","không sửa các bài tập thực hành","Support from lecturers","không sửa các bài tập thực hành","Negative"
"79","em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .","em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành","cách thức chấm điểm bài kiểm tra thực hành","Test and evaluation","em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành","Negative"
"80","làm bài tập nhiều mặc dù không hiểu lắm .","làm bài tập nhiều mặc dù không hiểu lắm","làm bài tập nhiều mặc dù không hiểu lắm","Workload","làm bài tập nhiều mặc dù không hiểu lắm","Negative"
"81","thi thoảng nghỉ học không thông báo trên daa .","thi thoảng nghỉ học không thông báo trên daa","nghỉ học không thông báo","Organization and management","thi thoảng nghỉ học không thông báo trên daa","Negative"
"82","thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .","thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi ","thầy dạy","Teaching quality"," dễ hiểu , tiết học dễ hiểu , sôi nổi","Positive"
"83","thầy giảng dạy nhiệt tình , truyền cảm .","thầy giảng dạy nhiệt tình , truyền cảm","thầy giảng dạy","Teaching quality","nhiệt tình , truyền cảm","Positive"
"84","giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu .","giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu","giảng dạy","Teaching quality","rất chi tiết , dễ hiểu và dễ tiếp thu","Positive"
"85","truyền đạt những kiến thức tốt .","truyền đạt những kiến thức tốt ","truyền đạt những kiến thức","Teaching quality","tốt","Positive"
"86","cô vui tính .","cô vui tính","cô","Teaching quality","vui tính","Positive"
"87","nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .","nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên","hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên","Support from lecturers","nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên","Negative"
"88","cô chưa có nhiều kênh bài tập cho sinh viên .","cô chưa có nhiều kênh bài tập cho sinh viên","chưa có nhiều kênh bài tập","Course information","cô chưa có nhiều kênh bài tập cho sinh viên","Negative"
"89","bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .","bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu","bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu","Course information","bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu","Negative"
"90","thầy dạy hơi nhanh .","thầy dạy hơi nhanh","thầy dạy","Teaching quality","hơi nhanh","Negative"
"91","ít hướng dẫn sinh viên trong giờ thực hành .","ít hướng dẫn sinh viên trong giờ thực hành","hướng dẫn sinh viên trong giờ thực hành","Support from lecturers","ít hướng dẫn sinh viên trong giờ thực hành","Negative"
"92","không thực hành được buổi nào .","không thực hành được buổi nào ","không thực hành được buổi nào","Course information","không thực hành được buổi nào ","Negative"
"93","thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .","thầy dạy phần lý thuyết hay","thầy dạy phần lý thuyết","Teaching quality","hay","Positive"
"93","thầy dạy phần lý thuyết hay , nắm bắt được khả năng của sinh viên .","nắm bắt được khả năng của sinh viên","nắm bắt được khả năng của sinh viên","Teaching quality","nắm bắt được khả năng của sinh viên","Positive"
"94","ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 ) .","ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 )","ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 )","General review","ví dụ đề tài của em là doubledot các nguyên lý cơ bản , bao gồm 7 nguyên tắc của bohm ( 1983 )","Neutral"
"95","giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên .","giáo viên nhiệt tình , dạy dễ hiểu , tận tình với sinh viên","giáo viên","Teaching quality"," nhiệt tình , dạy dễ hiểu , tận tình với sinh viên","Positive"
"96","tân tâm , nhiệt tình trong lớp lẫn bên ngoài .","tân tâm , nhiệt tình trong lớp lẫn bên ngoài ","tân tâm , nhiệt tình trong lớp lẫn bên ngoài ","Teaching quality","tân tâm , nhiệt tình trong lớp lẫn bên ngoài","Positive"
"97","thầy giảng dạy tận tâm nhiệt tình .","thầy giảng dạy tận tâm nhiệt tình","thầy giảng dạy","Teaching quality","tận tâm nhiệt tình","Positive"
"98","thầy vui tính , giảng bài dễ hiểu , nhiệt tình .","thầy vui tính , giảng bài dễ hiểu , nhiệt tình","thầy vui tính , giảng bài dễ hiểu , nhiệt tình","Teaching quality","thầy vui tính , giảng bài dễ hiểu , nhiệt tình","Positive"
"99","thầy giáo dạy nhiệt tình .","thầy giáo dạy nhiệt tình ","thầy giáo dạy","Teaching quality","nhiệt tình","Positive"
"100","dạy dễ hiểu , gần gũi sinh viên .","dạy dễ hiểu , gần gũi sinh viên","dạy","Teaching quality","dễ hiểu , gần gũi sinh viên","Positive"
