"id","Review","Sentence Component","aspect_text","aspect","sentiment_text","sentiment"
"41","khả năng tiếng anh .","khả năng tiếng anh","khả năng tiếng anh","Teaching quality","khả năng tiếng anh","Neutral"
"42","không công bố điểm giữa kỳ sớm .","không công bố điểm giữa kỳ sớm","điểm giữa kỳ","Test and evaluation","không công bố điểm giữa kỳ sớm","Negative"
"43","nên giảng những phần cần chú trọng nhiều hơn .","nên giảng những phần cần chú trọng nhiều hơn","giảng","Teaching quality","nên giảng những phần cần chú trọng nhiều hơn","Neutral"
"44","phương pháp giảng tốt .","phương pháp giảng tốt","phương pháp giảng","Teaching quality","tốt","Positive"
"45","thầy dạy dễ hiểu !","thầy dạy dễ hiểu","dạy","Teaching quality","dễ hiểu","Positive"
"46","thầy lên lớp rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô .","thầy lên lớp rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô","lên lớp","Organization and management","rất trễ , giờ học bắt đầu vào lúc 13h00 thì có hôm 13h30 hoặc 14h00 thầy mới vô","Negative"
"47","thầy dạy hay , cung cấp thông tin rất chi tiết , ví dụ dễ hiểu .","thầy dạy hay , cung cấp thông tin rất chi tiết , ví dụ dễ hiểu","dạy","Teaching quality","hay , cung cấp thông tin rất chi tiết , ví dụ dễ hiểu","Positive"
"48","giảng viên vui vẻ , giảng dạy tận tâm , đến lớp đầy đủ đúng giờ .","giảng viên vui vẻ","vui vẻ","Support from lecturers","vui vẻ","Positive"
"48","giảng viên vui vẻ , giảng dạy tận tâm , đến lớp đầy đủ đúng giờ .","giảng dạy tận tâm","giảng dạy","Teaching quality","tận tâm","Positive"
"48","giảng viên vui vẻ , giảng dạy tận tâm , đến lớp đầy đủ đúng giờ .","đến lớp đầy đủ đúng giờ","đến lớp đầy đủ đúng giờ","Organization and management","đầy đủ đúng giờ","Positive"
"49","giảng viên tận tâm nhiệt tình vui vẻ .","giảng viên tận tâm nhiệt tình vui vẻ","tận tâm nhiệt tình vui vẻ","Support from lecturers","tận tâm nhiệt tình vui vẻ","Positive"
"50","giọng nói khó truyền đạt kiến thức một cách hiệu quả nhất .","giọng nói khó truyền đạt kiến thức một cách hiệu quả nhất","giọng nói","Teaching quality","khó truyền đạt kiến thức một cách hiệu quả nhất","Negative"
"51","học còn khá tẻ nhạt .","học còn khá tẻ nhạt","học","Teaching quality","khá tẻ nhạt","Negative"
"52","giọng nói hơi nhỏ , khó tiếp thu !","giọng nói hơi nhỏ , khó tiếp thu","giọng nói","Teaching quality","hơi nhỏ , khó tiếp thu","Negative"
"53","dạy rất kỹ , rất nhiệt tình , thêm giờ để hoàn thành xong bài giảng , hỏi han sinh viên , nói chung là rất tuyệt .","dạy rất kỹ , rất nhiệt tình","dạy","Teaching quality","rất kỹ , rất nhiệt tình","Positive"
"53","dạy rất kỹ , rất nhiệt tình , thêm giờ để hoàn thành xong bài giảng , hỏi han sinh viên , nói chung là rất tuyệt .","thêm giờ để hoàn thành xong bài giảng , hỏi han sinh viên","thêm giờ","Organization and management","thêm giờ để hoàn thành xong bài giảng , hỏi han sinh viên","Positive"
"53","dạy rất kỹ , rất nhiệt tình , thêm giờ để hoàn thành xong bài giảng , hỏi han sinh viên , nói chung là rất tuyệt .","nói chung là rất tuyệt","nói chung","General review","tuyệt","Positive"
"54","thực hành nhiều hơn .","thực hành nhiều hơn","thực hành","Workload","nhiều hơn","Neutral"
"55","tiết học vui vẻ , thoải mái , thầy dạy nhiệt tình , dễ tiếp thu .","tiết học vui vẻ , thoải mái","tiết học vui vẻ , thoải mái","Teaching quality","vui vẻ , thoải mái","Positive"
"55","tiết học vui vẻ , thoải mái , thầy dạy nhiệt tình , dễ tiếp thu .","thầy dạy nhiệt tình , dễ tiếp thu","dạy","Teaching quality","nhiệt tình , dễ tiếp thu","Positive"
"56","nhiều phần nâng cao thường bị giảng viên bỏ qua .","nhiều phần nâng cao thường bị giảng viên bỏ qua","nhiều phần nâng cao thường bị giảng viên bỏ qua","Teaching quality","bỏ qua","Negative"
"57","dời lịch hẹn gặp sinh viên nhưng không thông báo .","dời lịch hẹn gặp sinh viên nhưng không thông báo","dời lịch hẹn gặp","Organization and management","không thông báo","Negative"
"58","phòng học , micro , máy chiếu cần nâng cấp và cải thiện và bảo trì thường xuyên hơn .","phòng học , micro , máy chiếu cần nâng cấp và cải thiện và bảo trì thường xuyên hơn","phòng học , micro , máy chiếu","Learning environment","cần nâng cấp và cải thiện","Negative"
"59","tận dụng hết thời gian .","tận dụng hết thời gian","tận dụng hết thời gian","Organization and management","tận dụng hết","Positive"
"60","thầy dạy tận tâm , nhiệt tình , tạo nhiều điều kiện giúp đỡ , hỗ trợ sinh viên học tập tốt môn học .","thầy dạy tận tâm , nhiệt tình","dạy","Teaching quality","tận tâm , nhiệt tình","Positive"
"60","thầy dạy tận tâm , nhiệt tình , tạo nhiều điều kiện giúp đỡ , hỗ trợ sinh viên học tập tốt môn học .","tạo nhiều điều kiện giúp đỡ , hỗ trợ sinh viên học tập tốt môn học","tạo nhiều điều kiện giúp đỡ , hỗ trợ sinh viên học tập tốt môn học","Support from lecturers","tạo nhiều điều kiện giúp đỡ , hỗ trợ sinh viên học tập tốt","Positive"
"61","đôi lúc giảng quá nhanh .","đôi lúc giảng quá nhanh","giảng","Teaching quality","quá nhanh","Negative"
"62","thầy dạy với tư tưởng là sinh viên biết hết cả rồi , lên giảng dạy chỉ nói vài chỗ .","thầy dạy với tư tưởng là sinh viên biết hết cả rồi , lên giảng dạy chỉ nói vài chỗ","dạy","Teaching quality","tư tưởng là sinh viên biết hết cả rồi , lên giảng dạy chỉ nói vài chỗ","Negative"
"63","cần đổi mới tài liệu .","cần đổi mới tài liệu","tài liệu","Course information","cần đổi mới","Negative"
"64","do đó làm hiệu quả học chưa đạt mức tốt nhất .","do đó làm hiệu quả học chưa đạt mức tốt nhất","hiệu quả học","Teaching quality","chưa đạt mức tốt nhất","Negative"
"65","tận tâm , nhiệt tình giảng dạy , tiết học có lồng ghép nhiều chuyện đời vui vẻ , lý thú , không gây buồn ngủ .","tận tâm , nhiệt tình giảng dạy","giảng dạy","Teaching quality","tận tâm , nhiệt tình","Positive"
"65","tận tâm , nhiệt tình giảng dạy , tiết học có lồng ghép nhiều chuyện đời vui vẻ , lý thú , không gây buồn ngủ .","tiết học có lồng ghép nhiều chuyện đời vui vẻ , lý thú , không gây buồn ngủ ","tiết học","Teaching quality","vui vẻ , lý thú , không gây buồn ngủ","Positive"
"66","hoạt động dạy và học rất sôi nổi , rất tận tâm và nhiệt huyết !","hoạt động dạy và học rất sôi nổi , rất tận tâm và nhiệt huyết","hoạt động dạy và học","Teaching quality","sôi nổi , rất tận tâm và nhiệt huyết","Positive"
"67","nhiệt tình , tạo không khí học tập tốt .","nhiệt tình , tạo không khí học tập tốt","nhiệt tình , tạo không khí học tập tốt","Support from lecturers","nhiệt tình , tạo không khí học tập tốt","Positive"
"68","thầy nên up các bài giải lên để em so sánh kết quả cho dễ .","thầy nên up các bài giải lên để em so sánh kết quả cho dễ","up các bài giải","Course information"," nên","Neutral"
"69","cơ sơ vật chất tốt , giảng hay .","cơ sơ vật chất tốt","cơ sơ vật chất","Learning environment","tốt","Positive"
"69","cơ sơ vật chất tốt , giảng hay .","giảng hay","giảng","Teaching quality","hay","Positive"
"70","em nghĩ nhà trường nên nâng cấp phiên bản của sql vì sql 2005 mà nhà trường đang cho sinh viên thực hành còn thiếu sót nhiều chức năng , hỗ trợ .","em nghĩ nhà trường nên nâng cấp phiên bản của sql vì sql 2005 mà nhà trường đang cho sinh viên thực hành còn thiếu sót nhiều chức năng , hỗ trợ","phiên bản của sql","Learning environment","thiếu sót","Negative"
"71","giảng viên cũng hỗ trợ nhiều kiến thức cho sinh viên , giúp sinh viên hiểu bài tốt hơn .","giảng viên cũng hỗ trợ nhiều kiến thức cho sinh viên , giúp sinh viên hiểu bài tốt hơn","hỗ trợ","Support from lecturers","nhiều kiến thức cho sinh viên , giúp sinh viên hiểu bài tốt hơn","Positive"
"72","dạy nói hơi nhỏ .","dạy nói hơi nhỏ","dạy","Teaching quality","nói hơi nhỏ","Negative"
"73","em thấy cô dạy rất hay .","em thấy cô dạy rất hay","dạy","Teaching quality","rất hay","Positive"
"74","thầy dạy rất nhiệt tình .","thầy dạy rất nhiệt tình","dạy","Teaching quality","rất nhiệt tình","Positive"
"75","sinh viên lớp chất lượng cao nhưng lại xếp thi phòng thực hành của lớp thường , việc cấu hình máy mất hơn nửa tiếng cho cả lớp , chưa kể còn nhiều bất cập khi làm bài thi .","sinh viên lớp chất lượng cao nhưng lại xếp thi phòng thực hành của lớp thường","xếp thi phòng thực hành","Organization and management","nhưng lại xếp thi phòng thực hành của lớp thường","Negative"
"75","sinh viên lớp chất lượng cao nhưng lại xếp thi phòng thực hành của lớp thường , việc cấu hình máy mất hơn nửa tiếng cho cả lớp , chưa kể còn nhiều bất cập khi làm bài thi .","việc cấu hình máy mất hơn nửa tiếng cho cả lớp , chưa kể còn nhiều bất cập khi làm bài thi","cấu hình máy","Learning environment","mất hơn nửa tiếng cho cả lớp , chưa kể còn nhiều bất cập khi làm bài thi","Negative"
"76","cách truyền đạt kiến thức dễ hiểu , sự hài hước vui vẻ .","cách truyền đạt kiến thức dễ hiểu , sự hài hước vui vẻ","truyền đạt","Teaching quality","dễ hiểu , sự hài hước vui vẻ","Positive"
"77","phương pháp dạy của thầy rất hay , cho điểm rất rõ ràng .","phương pháp dạy của thầy rất hay","phương pháp dạy","Teaching quality","rất hay","Positive"
"77","phương pháp dạy của thầy rất hay , cho điểm rất rõ ràng .","cho điểm rất rõ ràng","cho điểm","Test and evaluation","rõ ràng","Positive"
"78","tận tình nhiệt huyết .","tận tình nhiệt huyết","tận tình nhiệt huyết","Support from lecturers","tận tình nhiệt huyết","Positive"
"79","giáo viên giảng bài dễ hiểu , nhiệt tình .","giáo viên giảng bài dễ hiểu , nhiệt tình","giảng bài","Teaching quality","dễ hiểu , nhiệt tình","Positive"
"80","tận tâm , nhiệt tình , đúng giờ .","tận tâm , nhiệt tình","tận tâm , nhiệt tình","Support from lecturers","tận tâm , nhiệt tình","Positive"
"80","tận tâm , nhiệt tình , đúng giờ .","đúng giờ","đúng giờ","Organization and management","đúng giờ","Positive"
"81","cô nhiệt tình , tận tâm , dạy dễ hiểu , quan tâm học sinh , lớp hoạt động sôi nổi , phát âm dễ nghe , dễ hiểu .","cô nhiệt tình , tận tâm , dạy dễ hiểu , quan tâm học sinh , lớp hoạt động sôi nổi , phát âm dễ nghe , dễ hiểu","nhiệt tình , tận tâm , dạy dễ hiểu , quan tâm học sinh , lớp hoạt động sôi nổi , phát âm dễ nghe , dễ hiểu","Teaching quality","nhiệt tình , tận tâm , dạy dễ hiểu , quan tâm học sinh , lớp hoạt động sôi nổi , phát âm dễ nghe , dễ hiểu","Positive"
"82","giáo viên dạy nhiệt tình , dễ hiểu .","giáo viên dạy nhiệt tình , dễ hiểu","dạy","Teaching quality","nhiệt tình , dễ hiểu","Positive"
"83","cách thức diễn đạt chưa đạt hiệu quả tốt .","cách thức diễn đạt chưa đạt hiệu quả tốt","cách thức diễn đạ","Teaching quality","chưa đạt hiệu quả tốt","Negative"
"84","nội dung bài giảng khó hiểu .","nội dung bài giảng khó hiểu","nội dung bài giảng","Course information","khó hiểu","Negative"
"85","không hài lòng với sự cố gắng của bản thân mình .","không hài lòng với sự cố gắng của bản thân mình","không hài lòng với sự cố gắng của bản thân mình","General review","không hài lòng","Negative"
"86","lịch học bù không phù hợp với sinh viên .","lịch học bù không phù hợp với sinh viên","lịch học bù","Organization and management","không phù hợp","Negative"
"87","một người thầy như vậy thì làm sao có thể dạy được học sinh tốt .","một người thầy như vậy thì làm sao có thể dạy được học sinh tốt","một người thầy như vậy thì làm sao có thể dạy được học sinh tốt","Teaching quality","một người thầy như vậy thì làm sao có thể dạy được học sinh tốt","Negative"
"88","đúng từng câu chữ thì ok , còn lại failse .","đúng từng câu chữ thì ok , còn lại failse","đúng từng câu chữ thì ok , còn lại failse","General review","đúng từng câu chữ thì ok , còn lại failse","Neutral"
"89","good .","good","good","General review","good","Positive"
"90","khó tính .","khó tính","khó tính","General review","khó tính","Negative"
"91","do học khoa khác nên dạy không theo kịp tiếng độ của chương trình .","do học khoa khác nên dạy không theo kịp tiếng độ của chương trình","dạy","Teaching quality","không theo kịp","Negative"
"92","giảng viên dạy hay , tận tâm , dễ hiểu bài .","giảng viên dạy hay , tận tâm , dễ hiểu bài","dạy","Teaching quality","hay , tận tâm , dễ hiểu bài","Positive"
"93","giảng viên tận tâm và nhiệt tình .","giảng viên tận tâm và nhiệt tình","tận tâm và nhiệt tình","Support from lecturers","tận tâm và nhiệt tình","Positive"
"94","quan tấm sinh viên nhiều hơn .","quan tấm sinh viên nhiều hơn","quan tấm sinh viên","Support from lecturers","nhiều hơn","Neutral"
"95","giáo viên nên làm nhiều bài tập mẫu cho sinh viên .","giáo viên nên làm nhiều bài tập mẫu cho sinh viên"," làm nhiều bài tập mẫu","Teaching quality","nên","Neutral"
"96","không nên dừng lại chỉ ở mức khái niệm .","không nên dừng lại chỉ ở mức khái niệm","không nên dừng lại chỉ ở mức khái niệm","Course information","không nên dừng lại","Negative"
"97","mong muốn nhà trường , khoa cùng giảng viên có thể thay đổi nội dung sao cho hấp dẫn hơn .","mong muốn nhà trường , khoa cùng giảng viên có thể thay đổi nội dung sao cho hấp dẫn hơn","nội dung","Course information","có thể thay đổi nội dung sao cho hấp dẫn hơn","Neutral"
"98","nhiệt tình yêu nghề .","nhiệt tình yêu nghề","nhiệt tình yêu nghề","Teaching quality","nhiệt tình yêu nghề","Positive"
"99","ít kinh nghiệm , dạy khó hiểu , kỹ năng giao tiếp kém , giảng bài cực khó hiểu .","ít kinh nghiệm , dạy khó hiểu , kỹ năng giao tiếp kém , giảng bài cực khó hiểu","ít kinh nghiệm , dạy khó hiểu , kỹ năng giao tiếp kém , giảng bài cực khó hiểu","Teaching quality","ít kinh nghiệm , dạy khó hiểu , kỹ năng giao tiếp kém , giảng bài cực khó hiểu","Negative"
"100","dễ hiểu , tích cực trong việc giải đáp thông tin của học sinh .","dễ hiểu , tích cực trong việc giải đáp thông tin của học sinh","giải đáp thông tin","Support from lecturers","dễ hiểu , tích cực","Positive"
